doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-7648,гель для стирки,бытовая химия,3,17.72,11.08,5,3
20250603005832-6335,тарелки,посуда,1,84.78,42.96,5,3
20250603005832-3929,полотенца,текстиль,7,90.99,71.34,5,3
20250603005832-7923,средство для мытья посуды,бытовая химия,2,85.69,44.57,5,3
20250603005832-8677,гель для стирки,бытовая химия,2,94.87,60.04,5,3
20250603005832-2760,простыни,текстиль,6,44.78,36.83,5,3
20250603005832-7964,кастрюля,посуда,10,38.77,36.46,5,3
20250603005832-5285,средство для мытья посуды,бытовая химия,1,26.52,26.15,5,3
20250603005832-5420,простыни,текстиль,3,48.75,44.53,5,3
20250603005832-5438,гель для стирки,бытовая химия,6,21.98,15.99,5,3
20250603005832-4153,сковорода,посуда,5,71.97,7.6,5,3
20250603005832-2606,сковорода,посуда,5,71.94,40.17,5,3
20250603005832-3985,сковорода,посуда,8,49.06,7.88,5,3
20250603005832-3346,сковорода,посуда,1,57.41,17.98,5,3
20250603005832-7269,средство для мытья посуды,бытовая химия,8,58.59,5.16,5,3
20250603005832-6824,простыни,текстиль,7,54.82,5.4,5,3
20250603005832-1846,тарелки,посуда,9,11.67,8.97,5,3
20250603005832-2068,сковорода,посуда,9,83.34,33.77,5,3
20250603005832-7364,средство для мытья посуды,бытовая химия,8,94.71,11.69,5,3
20250603005832-1288,средство для мытья посуды,бытовая химия,10,96.92,23.75,5,3
20250603005832-9737,наволочки,текстиль,6,80.51,45.29,5,3
20250603005832-1333,полотенца,текстиль,8,65.92,43.54,5,3
20250603005832-2129,гель для стирки,бытовая химия,2,82.11,45.81,5,3
20250603005832-6709,кастрюля,посуда,5,27.47,27.28,5,3
20250603005832-9323,простыни,текстиль,5,43.39,12.94,5,3
20250603005832-7008,гель для стирки,бытовая химия,3,60.78,50.89,5,3
20250603005832-7240,наволочки,текстиль,4,76.03,75.45,5,3
20250603005832-6564,полотенца,текстиль,2,90.8,64.77,5,3
20250603005832-8242,гель для стирки,бытовая химия,7,41.95,2.52,5,3
20250603005832-5948,средство для мытья посуды,бытовая химия,4,24.69,1.91,5,3
20250603005832-1111,порошок,бытовая химия,7,89.86,1.28,5,3
20250603005832-4656,гель для стирки,бытовая химия,6,69.8,42.07,5,3
20250603005832-7251,гель для стирки,бытовая химия,4,54.04,0.3,5,3
20250603005832-9342,тарелки,посуда,7,28.17,11.58,5,3
20250603005832-1567,порошок,бытовая химия,10,87.56,12.43,5,3
20250603005832-5046,наволочки,текстиль,1,47.35,17.74,5,3
20250603005832-5474,порошок,бытовая химия,4,65.35,29.27,5,3
20250603005832-7934,простыни,текстиль,4,75.09,55.88,5,3
20250603005832-5347,наволочки,текстиль,1,63.78,37.96,5,3
20250603005832-4215,кастрюля,посуда,5,36.12,5.89,5,3
20250603005832-8627,простыни,текстиль,4,40.68,28.38,5,3
20250603005832-4056,гель для стирки,бытовая химия,2,12.49,11.63,5,3
20250603005832-6656,простыни,текстиль,1,72.48,52.12,5,3
20250603005832-3246,средство для мытья посуды,бытовая химия,1,56.26,7.9,5,3
20250603005832-6385,полотенца,текстиль,2,69.93,33.94,5,3
20250603005832-1139,наволочки,текстиль,1,61.87,16.91,5,3
20250603005832-3931,сковорода,посуда,8,82.4,55.13,5,3
20250603005832-7424,наволочки,текстиль,1,99.42,13.05,5,3
20250603005832-1176,полотенца,текстиль,1,26.81,24.05,5,3
20250603005832-6205,кастрюля,посуда,9,64.43,12.82,5,3
20250603005832-7357,порошок,бытовая химия,10,39.35,19.15,5,3
20250603005832-8571,кастрюля,посуда,7,19.98,15.1,5,3
20250603005832-5803,тарелки,посуда,3,81.95,47.44,5,3
20250603005832-1596,сковорода,посуда,6,66.89,49.24,5,3
20250603005832-1524,гель для стирки,бытовая химия,2,14.99,3.13,5,3
20250603005832-5518,порошок,бытовая химия,4,46.79,11.92,5,3
20250603005832-4996,сковорода,посуда,3,57.31,35.62,5,3
