doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1366,полотенца,текстиль,7,15.07,0.31,7,3
20250603005832-7227,гель для стирки,бытовая химия,8,86.8,69.7,7,3
20250603005832-9867,порошок,бытовая химия,10,16.32,10.05,7,3
20250603005832-3455,порошок,бытовая химия,5,90.38,49.96,7,3
20250603005832-9300,кастрюля,посуда,1,18.4,6.49,7,3
20250603005832-9120,средство для мытья посуды,бытовая химия,1,61.44,54.29,7,3
20250603005832-5226,наволочки,текстиль,3,86.29,71.15,7,3
20250603005832-5098,кастрюля,посуда,1,66.69,55.68,7,3
20250603005832-4893,наволочки,текстиль,8,85.19,4.44,7,3
20250603005832-6089,наволочки,текстиль,7,40.46,1.32,7,3
20250603005832-6322,простыни,текстиль,4,10.1,9.93,7,3
20250603005832-8891,наволочки,текстиль,4,86.28,13.65,7,3
20250603005832-3233,средство для мытья посуды,бытовая химия,3,29.03,11.89,7,3
20250603005832-7296,средство для мытья посуды,бытовая химия,7,28.21,5.44,7,3
20250603005832-4303,тарелки,посуда,7,73.74,3.95,7,3
20250603005832-5588,полотенца,текстиль,10,26.3,10.98,7,3
20250603005832-2975,наволочки,текстиль,1,70.54,42.51,7,3
20250603005832-5170,полотенца,текстиль,10,26.2,23.61,7,3
20250603005832-1385,гель для стирки,бытовая химия,3,44.04,2.79,7,3
20250603005832-2900,тарелки,посуда,8,61.48,33.62,7,3
20250603005832-1270,сковорода,посуда,3,93.99,77.94,7,3
20250603005832-8362,гель для стирки,бытовая химия,2,99.47,2.12,7,3
20250603005832-6869,сковорода,посуда,6,33.11,6.61,7,3
20250603005832-6964,гель для стирки,бытовая химия,7,53.08,37.03,7,3
20250603005832-8789,наволочки,текстиль,2,44.94,18.31,7,3
20250603005832-9281,кастрюля,посуда,8,67.28,38.05,7,3
20250603005832-8840,средство для мытья посуды,бытовая химия,3,76.71,58.56,7,3
20250603005832-7080,простыни,текстиль,8,16.11,0.06,7,3
20250603005832-3870,простыни,текстиль,5,78.89,8.82,7,3
20250603005832-1696,средство для мытья посуды,бытовая химия,1,31.05,23.73,7,3
20250603005832-8079,кастрюля,посуда,7,39.34,17.99,7,3
20250603005832-6233,средство для мытья посуды,бытовая химия,10,42.49,31.53,7,3
20250603005832-7561,полотенца,текстиль,5,69.57,54.16,7,3
20250603005832-3360,простыни,текстиль,1,32.57,24.16,7,3
20250603005832-3448,средство для мытья посуды,бытовая химия,2,11.16,1.55,7,3
20250603005832-1722,тарелки,посуда,2,16.43,12.11,7,3
20250603005832-5550,кастрюля,посуда,7,41.84,8.64,7,3
20250603005832-6699,тарелки,посуда,6,85.87,10.69,7,3
20250603005832-6510,средство для мытья посуды,бытовая химия,3,97.64,91.83,7,3
20250603005832-7569,сковорода,посуда,10,46.61,10.83,7,3
20250603005832-2068,наволочки,текстиль,9,54.34,18.43,7,3
20250603005832-6080,наволочки,текстиль,10,13.96,8.61,7,3
20250603005832-4810,сковорода,посуда,3,58.69,15.31,7,3
20250603005832-1992,кастрюля,посуда,6,26.28,26.05,7,3
20250603005832-7496,гель для стирки,бытовая химия,7,22.76,18.82,7,3
20250603005832-7258,средство для мытья посуды,бытовая химия,5,36.65,5.37,7,3
20250603005832-6674,сковорода,посуда,1,85.84,80.38,7,3
20250603005832-2730,гель для стирки,бытовая химия,7,75.24,13.48,7,3
20250603005832-5434,тарелки,посуда,8,97.47,12.73,7,3
20250603005832-8951,порошок,бытовая химия,7,35.46,10.36,7,3
20250603005832-4229,полотенца,текстиль,4,61.38,27.94,7,3
20250603005832-2217,гель для стирки,бытовая химия,9,80.8,58.81,7,3
20250603005832-5265,полотенца,текстиль,8,43.66,5.87,7,3
20250603005832-3673,гель для стирки,бытовая химия,6,44.13,6.79,7,3
20250603005832-2772,сковорода,посуда,10,97.8,38.38,7,3
20250603005832-3312,гель для стирки,бытовая химия,7,19.28,18.39,7,3
20250603005832-1957,порошок,бытовая химия,10,27.15,1.66,7,3
20250603005832-3739,средство для мытья посуды,бытовая химия,1,73.57,16.64,7,3
20250603005832-1019,кастрюля,посуда,6,85.31,38.57,7,3
20250603005832-3740,гель для стирки,бытовая химия,7,26.04,12.48,7,3
20250603005832-6338,тарелки,посуда,6,72.57,48.9,7,3
20250603005832-3757,тарелки,посуда,8,13.5,1.47,7,3
20250603005832-9169,порошок,бытовая химия,7,88.22,22.96,7,3
20250603005832-3678,полотенца,текстиль,4,45.57,10.41,7,3
20250603005832-8911,кастрюля,посуда,7,80.02,30.32,7,3
20250603005832-7027,тарелки,посуда,1,44.46,12.59,7,3
20250603005832-2852,кастрюля,посуда,4,56.42,53.5,7,3
20250603005832-3038,наволочки,текстиль,10,81.87,44.01,7,3
20250603005832-8174,средство для мытья посуды,бытовая химия,5,70.75,7.92,7,3
20250603005832-3165,тарелки,посуда,7,92.14,87.04,7,3
20250603005832-6586,порошок,бытовая химия,4,66.78,51.61,7,3
20250603005832-4134,полотенца,текстиль,6,88.55,22.73,7,3
20250603005832-3645,гель для стирки,бытовая химия,4,93.74,27.47,7,3
20250603005832-4238,сковорода,посуда,2,94.63,19.59,7,3
20250603005832-1682,тарелки,посуда,4,51.53,31.77,7,3
20250603005832-7936,сковорода,посуда,6,91.59,77.72,7,3
20250603005832-1418,полотенца,текстиль,3,13.82,1.33,7,3
20250603005832-1605,средство для мытья посуды,бытовая химия,2,19.46,16.79,7,3
20250603005832-3311,средство для мытья посуды,бытовая химия,9,81.23,52.18,7,3
20250603005832-2576,средство для мытья посуды,бытовая химия,3,24.87,9.95,7,3
20250603005832-7036,простыни,текстиль,8,69.41,5.47,7,3
20250603005832-3199,тарелки,посуда,5,45.84,27.07,7,3
20250603005832-9906,порошок,бытовая химия,6,21.04,16.72,7,3
20250603005832-9958,средство для мытья посуды,бытовая химия,2,30.66,3.53,7,3
20250603005832-4128,порошок,бытовая химия,7,43.22,24.69,7,3
20250603005832-3116,простыни,текстиль,7,18.58,8.54,7,3
20250603005832-7213,наволочки,текстиль,8,16.72,4.95,7,3
20250603005832-8094,кастрюля,посуда,7,35.53,0.85,7,3
20250603005832-1209,гель для стирки,бытовая химия,5,99.04,76.54,7,3
20250603005832-2442,тарелки,посуда,2,27.37,20.35,7,3
20250603005832-2653,кастрюля,посуда,7,26.53,22.57,7,3
20250603005832-4560,кастрюля,посуда,8,38.61,2.81,7,3
20250603005832-1313,средство для мытья посуды,бытовая химия,1,36.57,22.05,7,3
20250603005832-4265,кастрюля,посуда,3,66.54,16.15,7,3
20250603005832-9809,простыни,текстиль,5,75.86,60.92,7,3
20250603005832-2542,сковорода,посуда,9,45.54,22.84,7,3
20250603005832-6026,тарелки,посуда,2,13.82,1.52,7,3
20250603005832-7389,гель для стирки,бытовая химия,1,12.24,0.57,7,3
20250603005832-9291,тарелки,посуда,4,73.84,1.73,7,3
20250603005832-3091,наволочки,текстиль,7,13.18,12.38,7,3
20250603005832-6647,сковорода,посуда,10,18.16,9.27,7,3
