doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-8572,наволочки,текстиль,9,40.46,36.46,6,2
20250603005832-6232,гель для стирки,бытовая химия,4,67.38,12.4,6,2
20250603005832-9629,полотенца,текстиль,4,67.71,55.58,6,2
20250603005832-3231,тарелки,посуда,3,70.71,27.39,6,2
20250603005832-1024,порошок,бытовая химия,8,22.95,6.83,6,2
20250603005832-2020,наволочки,текстиль,7,98.22,59.56,6,2
20250603005832-8549,сковорода,посуда,6,19.0,0.1,6,2
20250603005832-2845,полотенца,текстиль,3,42.19,23.96,6,2
20250603005832-6802,порошок,бытовая химия,6,60.86,44.05,6,2
20250603005832-5740,порошок,бытовая химия,4,31.65,10.21,6,2
20250603005832-7840,гель для стирки,бытовая химия,9,50.02,20.98,6,2
20250603005832-2430,наволочки,текстиль,6,41.96,36.66,6,2
20250603005832-4146,полотенца,текстиль,6,18.7,11.39,6,2
20250603005832-5251,порошок,бытовая химия,5,12.7,2.62,6,2
20250603005832-4183,средство для мытья посуды,бытовая химия,9,98.21,4.35,6,2
20250603005832-4143,гель для стирки,бытовая химия,4,69.21,19.65,6,2
20250603005832-5454,сковорода,посуда,4,88.13,28.0,6,2
20250603005832-2498,порошок,бытовая химия,4,47.18,10.44,6,2
20250603005832-2420,простыни,текстиль,3,13.02,1.01,6,2
20250603005832-8632,наволочки,текстиль,9,97.19,20.45,6,2
20250603005832-3774,сковорода,посуда,7,20.07,8.88,6,2
20250603005832-9198,простыни,текстиль,6,16.54,1.58,6,2
20250603005832-3686,наволочки,текстиль,3,78.01,42.94,6,2
20250603005832-7506,полотенца,текстиль,4,92.13,56.5,6,2
20250603005832-8830,тарелки,посуда,1,67.8,41.84,6,2
20250603005832-7001,сковорода,посуда,2,88.45,77.78,6,2
20250603005832-8013,гель для стирки,бытовая химия,7,44.93,20.65,6,2
20250603005832-5841,наволочки,текстиль,3,79.4,76.04,6,2
20250603005832-3076,тарелки,посуда,10,82.01,65.83,6,2
20250603005832-7677,простыни,текстиль,8,82.15,69.79,6,2
20250603005832-7260,тарелки,посуда,10,50.53,1.97,6,2
20250603005832-7100,гель для стирки,бытовая химия,1,95.9,36.53,6,2
20250603005832-8184,полотенца,текстиль,7,52.85,16.52,6,2
20250603005832-6673,простыни,текстиль,10,44.89,9.72,6,2
20250603005832-9288,наволочки,текстиль,7,17.2,8.44,6,2
20250603005832-6971,сковорода,посуда,1,59.25,18.95,6,2
20250603005832-1505,полотенца,текстиль,9,55.69,11.98,6,2
20250603005832-1555,гель для стирки,бытовая химия,3,86.73,85.48,6,2
20250603005832-3150,тарелки,посуда,9,85.68,41.2,6,2
20250603005832-6385,порошок,бытовая химия,3,74.22,35.18,6,2
20250603005832-4968,кастрюля,посуда,1,32.28,28.54,6,2
20250603005832-9292,простыни,текстиль,1,53.13,33.4,6,2
20250603005832-8394,простыни,текстиль,4,99.87,48.29,6,2
20250603005832-2836,гель для стирки,бытовая химия,1,79.72,75.81,6,2
20250603005832-5932,сковорода,посуда,6,88.23,57.23,6,2
20250603005832-2336,порошок,бытовая химия,5,37.55,11.69,6,2
20250603005832-2976,кастрюля,посуда,6,52.23,3.12,6,2
20250603005832-5874,кастрюля,посуда,6,67.16,28.39,6,2
20250603005832-8426,кастрюля,посуда,9,99.47,78.51,6,2
20250603005832-2034,средство для мытья посуды,бытовая химия,7,67.51,26.39,6,2
20250603005832-9462,гель для стирки,бытовая химия,5,27.3,2.31,6,2
20250603005832-6953,сковорода,посуда,9,69.35,68.55,6,2
20250603005832-3407,полотенца,текстиль,2,17.59,4.34,6,2
20250603005832-6866,средство для мытья посуды,бытовая химия,7,99.79,47.7,6,2
20250603005832-4565,кастрюля,посуда,4,80.18,68.69,6,2
20250603005832-8048,порошок,бытовая химия,8,90.7,17.1,6,2
20250603005832-3651,наволочки,текстиль,8,28.66,18.94,6,2
20250603005832-3878,наволочки,текстиль,6,73.5,40.66,6,2
20250603005832-1969,порошок,бытовая химия,2,35.33,27.1,6,2
20250603005832-6982,простыни,текстиль,6,56.26,0.9,6,2
20250603005832-9033,простыни,текстиль,1,26.99,5.17,6,2
20250603005832-3745,полотенца,текстиль,8,64.84,49.36,6,2
20250603005832-8871,порошок,бытовая химия,1,76.28,35.09,6,2
20250603005832-7583,полотенца,текстиль,9,28.6,27.76,6,2
