doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-8758,сковорода,посуда,6,52.18,19.17,6,3
20250603005832-1219,простыни,текстиль,10,91.58,86.67,6,3
20250603005832-2797,полотенца,текстиль,8,68.8,13.78,6,3
20250603005832-2574,наволочки,текстиль,3,43.66,7.89,6,3
20250603005832-8362,тарелки,посуда,1,66.89,30.3,6,3
20250603005832-5849,тарелки,посуда,10,63.03,41.77,6,3
20250603005832-9342,наволочки,текстиль,8,73.16,1.7,6,3
20250603005832-3622,сковорода,посуда,8,92.39,74.66,6,3
20250603005832-1442,наволочки,текстиль,9,64.26,47.54,6,3
20250603005832-5595,тарелки,посуда,9,43.85,33.58,6,3
20250603005832-9961,наволочки,текстиль,8,46.06,27.41,6,3
20250603005832-2905,гель для стирки,бытовая химия,10,53.59,33.18,6,3
20250603005832-4769,сковорода,посуда,3,31.1,9.78,6,3
20250603005832-2233,порошок,бытовая химия,9,85.79,14.09,6,3
20250603005832-3441,простыни,текстиль,2,66.65,39.14,6,3
20250603005832-6772,сковорода,посуда,1,58.19,30.54,6,3
20250603005832-7891,средство для мытья посуды,бытовая химия,9,88.43,35.54,6,3
20250603005832-7840,гель для стирки,бытовая химия,8,99.0,18.54,6,3
20250603005832-1083,средство для мытья посуды,бытовая химия,8,55.46,26.96,6,3
20250603005832-6978,наволочки,текстиль,10,59.26,6.77,6,3
20250603005832-4419,наволочки,текстиль,9,63.73,43.5,6,3
20250603005832-7907,простыни,текстиль,7,90.29,85.55,6,3
20250603005832-2770,полотенца,текстиль,8,28.57,25.75,6,3
20250603005832-7746,сковорода,посуда,10,43.07,20.36,6,3
20250603005832-6078,кастрюля,посуда,6,44.31,2.41,6,3
20250603005832-1895,тарелки,посуда,8,15.54,10.7,6,3
20250603005832-8759,средство для мытья посуды,бытовая химия,8,11.35,4.86,6,3
20250603005832-1713,наволочки,текстиль,7,80.54,41.55,6,3
20250603005832-1450,сковорода,посуда,4,53.35,12.67,6,3
20250603005832-9226,тарелки,посуда,1,47.72,47.17,6,3
20250603005832-1844,сковорода,посуда,10,31.61,25.28,6,3
20250603005832-7264,сковорода,посуда,8,98.06,13.21,6,3
20250603005832-6752,наволочки,текстиль,4,22.49,13.26,6,3
20250603005832-6061,тарелки,посуда,7,38.53,33.37,6,3
20250603005832-7824,кастрюля,посуда,8,19.07,18.0,6,3
20250603005832-5009,кастрюля,посуда,3,41.74,8.91,6,3
20250603005832-6784,порошок,бытовая химия,1,43.65,24.45,6,3
20250603005832-9416,кастрюля,посуда,2,74.92,35.23,6,3
20250603005832-7153,порошок,бытовая химия,3,83.83,18.91,6,3
20250603005832-2202,сковорода,посуда,8,43.26,1.81,6,3
20250603005832-1784,кастрюля,посуда,1,85.07,59.68,6,3
20250603005832-8824,сковорода,посуда,6,15.8,7.36,6,3
20250603005832-7335,наволочки,текстиль,9,78.16,76.35,6,3
20250603005832-4992,полотенца,текстиль,5,36.36,16.73,6,3
20250603005832-8567,порошок,бытовая химия,6,75.43,63.22,6,3
20250603005832-6270,полотенца,текстиль,9,18.57,1.47,6,3
20250603005832-9555,простыни,текстиль,6,41.48,36.74,6,3
20250603005832-2905,кастрюля,посуда,2,29.2,9.78,6,3
20250603005832-2596,тарелки,посуда,1,30.46,10.09,6,3
20250603005832-3822,полотенца,текстиль,7,22.67,12.64,6,3
