doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-2024,сковорода,посуда,8,79.47,5.66,1,3
20250603005832-5351,простыни,текстиль,1,52.54,40.76,1,3
20250603005832-5460,кастрюля,посуда,6,17.9,12.86,1,3
20250603005832-9278,полотенца,текстиль,8,95.03,30.02,1,3
20250603005832-8145,кастрюля,посуда,7,55.96,24.56,1,3
20250603005832-8360,тарелки,посуда,8,23.01,21.97,1,3
20250603005832-4290,кастрюля,посуда,9,42.12,1.03,1,3
20250603005832-4788,простыни,текстиль,3,47.0,43.67,1,3
20250603005832-8297,простыни,текстиль,7,43.41,43.21,1,3
20250603005832-2199,наволочки,текстиль,2,89.22,18.1,1,3
20250603005832-7366,сковорода,посуда,2,64.49,54.73,1,3
20250603005832-9876,простыни,текстиль,8,71.27,62.23,1,3
20250603005832-2113,полотенца,текстиль,5,50.66,33.31,1,3
20250603005832-2445,тарелки,посуда,5,35.49,33.35,1,3
20250603005832-2432,полотенца,текстиль,5,90.17,34.75,1,3
20250603005832-1255,средство для мытья посуды,бытовая химия,3,19.98,4.88,1,3
20250603005832-7847,гель для стирки,бытовая химия,6,97.61,7.97,1,3
20250603005832-9454,простыни,текстиль,7,33.53,12.52,1,3
20250603005832-7914,простыни,текстиль,10,58.55,56.5,1,3
20250603005832-9713,наволочки,текстиль,2,68.01,15.33,1,3
20250603005832-3512,порошок,бытовая химия,7,72.94,18.03,1,3
20250603005832-4860,наволочки,текстиль,6,52.96,4.13,1,3
20250603005832-3358,средство для мытья посуды,бытовая химия,3,23.08,19.74,1,3
20250603005832-7877,сковорода,посуда,3,20.91,0.09,1,3
20250603005832-5478,средство для мытья посуды,бытовая химия,5,36.01,16.02,1,3
20250603005832-5075,тарелки,посуда,3,45.42,44.75,1,3
20250603005832-8657,наволочки,текстиль,3,97.52,21.27,1,3
20250603005832-6673,порошок,бытовая химия,9,32.11,13.74,1,3
20250603005832-6042,порошок,бытовая химия,7,79.01,19.97,1,3
20250603005832-7720,сковорода,посуда,8,30.63,24.56,1,3
20250603005832-7106,тарелки,посуда,5,15.72,7.98,1,3
20250603005832-9948,наволочки,текстиль,9,31.11,14.39,1,3
20250603005832-1791,тарелки,посуда,2,63.88,50.77,1,3
20250603005832-3986,сковорода,посуда,5,36.4,27.31,1,3
20250603005832-1741,простыни,текстиль,2,31.47,2.13,1,3
20250603005832-7817,простыни,текстиль,9,18.64,0.35,1,3
20250603005832-4456,простыни,текстиль,3,71.69,64.24,1,3
20250603005832-1868,тарелки,посуда,1,22.74,2.76,1,3
20250603005832-7380,порошок,бытовая химия,2,39.06,22.74,1,3
20250603005832-2332,простыни,текстиль,9,67.88,5.69,1,3
20250603005832-1080,кастрюля,посуда,5,51.88,6.95,1,3
20250603005832-1247,полотенца,текстиль,2,23.89,4.26,1,3
20250603005832-9383,средство для мытья посуды,бытовая химия,8,95.63,58.32,1,3
20250603005832-7759,тарелки,посуда,3,27.29,4.42,1,3
20250603005832-6871,тарелки,посуда,2,67.36,35.95,1,3
20250603005832-9745,гель для стирки,бытовая химия,2,31.91,26.14,1,3
20250603005832-9156,сковорода,посуда,9,85.57,44.61,1,3
20250603005832-9678,порошок,бытовая химия,9,68.96,35.43,1,3
20250603005832-5717,тарелки,посуда,2,41.96,37.57,1,3
20250603005832-2112,тарелки,посуда,8,31.83,7.48,1,3
20250603005832-2350,тарелки,посуда,3,69.01,43.74,1,3
20250603005832-4180,тарелки,посуда,9,28.98,0.48,1,3
20250603005832-8903,порошок,бытовая химия,4,74.17,7.03,1,3
20250603005832-9637,тарелки,посуда,8,70.73,36.43,1,3
20250603005832-6510,сковорода,посуда,10,54.65,33.55,1,3
20250603005832-5556,полотенца,текстиль,7,26.43,11.67,1,3
20250603005832-5624,кастрюля,посуда,9,88.7,88.38,1,3
