doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-6538,порошок,бытовая химия,1,13.4,11.12,3,4
20250603005832-4086,простыни,текстиль,10,72.86,51.0,3,4
20250603005832-2851,сковорода,посуда,6,12.32,4.71,3,4
20250603005832-3601,гель для стирки,бытовая химия,7,64.7,31.57,3,4
20250603005832-8028,средство для мытья посуды,бытовая химия,4,28.4,16.28,3,4
20250603005832-7255,средство для мытья посуды,бытовая химия,1,17.58,1.69,3,4
20250603005832-9016,сковорода,посуда,3,11.37,4.59,3,4
20250603005832-2776,наволочки,текстиль,7,70.83,24.64,3,4
20250603005832-8921,кастрюля,посуда,1,72.94,7.12,3,4
20250603005832-9877,кастрюля,посуда,8,47.6,45.13,3,4
20250603005832-3515,тарелки,посуда,8,30.79,6.9,3,4
20250603005832-5403,сковорода,посуда,10,93.23,11.33,3,4
20250603005832-5285,простыни,текстиль,9,39.57,6.35,3,4
20250603005832-4455,наволочки,текстиль,1,17.43,9.98,3,4
20250603005832-3322,тарелки,посуда,8,25.82,10.48,3,4
20250603005832-2663,наволочки,текстиль,3,97.44,56.14,3,4
20250603005832-3532,средство для мытья посуды,бытовая химия,10,67.87,30.97,3,4
20250603005832-1352,порошок,бытовая химия,2,27.93,27.59,3,4
20250603005832-8219,наволочки,текстиль,5,94.15,66.41,3,4
20250603005832-6886,наволочки,текстиль,2,90.3,1.47,3,4
20250603005832-9189,гель для стирки,бытовая химия,5,11.24,9.8,3,4
20250603005832-3066,наволочки,текстиль,5,84.11,44.01,3,4
20250603005832-6765,простыни,текстиль,2,83.77,43.39,3,4
20250603005832-2490,гель для стирки,бытовая химия,3,99.71,61.16,3,4
20250603005832-9029,порошок,бытовая химия,5,45.38,43.02,3,4
20250603005832-1415,полотенца,текстиль,9,84.78,61.31,3,4
20250603005832-1997,гель для стирки,бытовая химия,2,36.42,0.16,3,4
20250603005832-7631,наволочки,текстиль,8,81.35,45.4,3,4
20250603005832-2727,полотенца,текстиль,3,26.87,11.62,3,4
20250603005832-4183,средство для мытья посуды,бытовая химия,6,56.17,18.26,3,4
20250603005832-2118,сковорода,посуда,3,12.64,4.26,3,4
20250603005832-8604,тарелки,посуда,5,40.82,22.82,3,4
20250603005832-5854,наволочки,текстиль,7,40.53,39.06,3,4
20250603005832-5601,наволочки,текстиль,4,25.32,15.97,3,4
20250603005832-9529,гель для стирки,бытовая химия,10,79.84,2.93,3,4
20250603005832-1492,наволочки,текстиль,1,18.65,16.42,3,4
20250603005832-5911,кастрюля,посуда,8,25.95,10.03,3,4
20250603005832-6575,порошок,бытовая химия,5,84.33,78.17,3,4
20250603005832-1141,наволочки,текстиль,4,93.7,56.63,3,4
20250603005832-5488,кастрюля,посуда,9,23.08,18.26,3,4
20250603005832-1530,тарелки,посуда,8,25.24,18.22,3,4
20250603005832-8441,простыни,текстиль,8,74.81,29.21,3,4
20250603005832-3490,сковорода,посуда,10,45.44,14.04,3,4
20250603005832-6096,полотенца,текстиль,4,70.75,22.58,3,4
20250603005832-5960,простыни,текстиль,5,12.14,9.42,3,4
20250603005832-4332,простыни,текстиль,1,78.26,44.15,3,4
20250603005832-5718,наволочки,текстиль,3,13.29,8.94,3,4
20250603005832-8640,средство для мытья посуды,бытовая химия,3,96.88,29.71,3,4
20250603005832-5845,простыни,текстиль,5,37.9,28.71,3,4
20250603005832-5640,наволочки,текстиль,7,98.39,41.69,3,4
20250603005832-6468,простыни,текстиль,5,82.43,54.36,3,4
20250603005832-7586,тарелки,посуда,8,15.83,14.29,3,4
20250603005832-2282,тарелки,посуда,2,24.14,4.01,3,4
20250603005832-1364,сковорода,посуда,6,12.1,0.96,3,4
20250603005832-7173,сковорода,посуда,1,10.39,7.97,3,4
20250603005832-3874,сковорода,посуда,5,81.85,54.15,3,4
20250603005832-7098,гель для стирки,бытовая химия,5,79.69,71.96,3,4
20250603005832-9384,сковорода,посуда,5,99.11,38.49,3,4
20250603005832-2180,простыни,текстиль,8,57.15,40.51,3,4
20250603005832-6176,гель для стирки,бытовая химия,7,48.67,11.29,3,4
20250603005832-3973,гель для стирки,бытовая химия,5,14.91,10.68,3,4
20250603005832-6475,простыни,текстиль,2,98.79,78.59,3,4
20250603005832-2835,наволочки,текстиль,6,73.29,23.42,3,4
20250603005832-7823,средство для мытья посуды,бытовая химия,7,58.91,15.59,3,4
20250603005832-5252,гель для стирки,бытовая химия,9,46.04,8.58,3,4
20250603005832-1026,полотенца,текстиль,10,24.3,9.94,3,4
20250603005832-5076,полотенца,текстиль,4,65.2,24.64,3,4
20250603005832-7869,наволочки,текстиль,10,81.01,10.44,3,4
20250603005832-2756,кастрюля,посуда,8,55.35,16.01,3,4
20250603005832-5336,гель для стирки,бытовая химия,9,30.75,8.96,3,4
20250603005832-2246,гель для стирки,бытовая химия,8,68.92,31.05,3,4
20250603005832-5745,простыни,текстиль,2,53.53,26.97,3,4
20250603005832-4516,порошок,бытовая химия,8,57.3,17.06,3,4
20250603005832-8356,полотенца,текстиль,4,44.29,5.0,3,4
20250603005832-3700,порошок,бытовая химия,3,54.43,39.66,3,4
20250603005832-4146,наволочки,текстиль,9,83.77,5.8,3,4
20250603005832-1494,кастрюля,посуда,6,97.51,20.45,3,4
20250603005832-2043,тарелки,посуда,7,72.95,12.39,3,4
20250603005832-8717,сковорода,посуда,8,56.16,52.8,3,4
20250603005832-4530,простыни,текстиль,2,99.64,64.79,3,4
20250603005832-6608,кастрюля,посуда,8,14.65,7.12,3,4
20250603005832-1978,порошок,бытовая химия,7,35.93,28.09,3,4
20250603005832-4205,порошок,бытовая химия,9,77.48,37.47,3,4
20250603005832-8789,средство для мытья посуды,бытовая химия,9,46.62,6.39,3,4
20250603005832-4968,кастрюля,посуда,4,13.41,5.09,3,4
20250603005832-7598,тарелки,посуда,5,20.15,11.62,3,4
20250603005832-1282,простыни,текстиль,2,29.67,24.44,3,4
20250603005832-8162,порошок,бытовая химия,4,46.33,13.35,3,4
20250603005832-2087,сковорода,посуда,1,52.49,28.9,3,4
20250603005832-9847,порошок,бытовая химия,10,17.25,11.83,3,4
20250603005832-4963,гель для стирки,бытовая химия,8,57.55,33.57,3,4
20250603005832-9329,тарелки,посуда,2,69.86,45.93,3,4
20250603005832-8602,сковорода,посуда,7,18.21,4.78,3,4
20250603005832-9078,сковорода,посуда,3,62.67,2.09,3,4
20250603005832-4723,тарелки,посуда,3,18.61,0.79,3,4
20250603005832-8865,порошок,бытовая химия,10,89.05,47.23,3,4
20250603005832-8358,порошок,бытовая химия,3,76.81,60.8,3,4
20250603005832-3344,простыни,текстиль,10,69.91,6.78,3,4
20250603005832-7229,порошок,бытовая химия,3,53.54,9.63,3,4
20250603005832-5809,наволочки,текстиль,10,64.66,26.25,3,4
20250603005832-1841,тарелки,посуда,1,73.63,18.37,3,4
20250603005832-1791,гель для стирки,бытовая химия,10,60.39,25.62,3,4
20250603005832-8453,тарелки,посуда,7,64.75,64.73,3,4
20250603005832-4831,сковорода,посуда,9,10.38,6.57,3,4
20250603005832-4304,наволочки,текстиль,5,41.1,34.4,3,4
20250603005832-8250,простыни,текстиль,5,32.58,24.07,3,4
20250603005832-7944,полотенца,текстиль,1,79.28,42.23,3,4
20250603005832-4185,полотенца,текстиль,9,40.32,26.85,3,4
20250603005832-1786,порошок,бытовая химия,3,49.36,37.36,3,4
20250603005832-5936,полотенца,текстиль,8,51.1,49.71,3,4
20250603005832-4046,простыни,текстиль,4,68.18,44.86,3,4
20250603005832-1324,простыни,текстиль,1,11.04,9.17,3,4
20250603005832-8377,порошок,бытовая химия,1,82.67,10.11,3,4
20250603005832-1065,простыни,текстиль,10,88.81,57.03,3,4
20250603005832-3254,средство для мытья посуды,бытовая химия,3,24.57,11.04,3,4
20250603005832-3032,порошок,бытовая химия,4,84.55,28.75,3,4
20250603005832-3344,кастрюля,посуда,1,59.37,34.24,3,4
20250603005832-3648,средство для мытья посуды,бытовая химия,2,33.0,31.68,3,4
20250603005832-6813,порошок,бытовая химия,6,42.11,20.06,3,4
20250603005832-7843,порошок,бытовая химия,7,65.03,48.26,3,4
20250603005832-3597,простыни,текстиль,7,39.25,1.63,3,4
