doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-7356,полотенца,текстиль,2,16.99,8.23,6,4
20250603005832-9056,порошок,бытовая химия,5,85.46,84.18,6,4
20250603005832-3196,полотенца,текстиль,1,95.46,73.41,6,4
20250603005832-6160,простыни,текстиль,10,86.56,41.37,6,4
20250603005832-9564,средство для мытья посуды,бытовая химия,10,15.4,3.2,6,4
20250603005832-2948,средство для мытья посуды,бытовая химия,3,51.87,24.17,6,4
20250603005832-3380,простыни,текстиль,3,17.95,16.12,6,4
20250603005832-7779,средство для мытья посуды,бытовая химия,7,27.29,12.82,6,4
20250603005832-4869,полотенца,текстиль,1,75.45,34.4,6,4
20250603005832-9790,средство для мытья посуды,бытовая химия,3,23.01,16.04,6,4
20250603005832-8931,полотенца,текстиль,10,93.26,90.99,6,4
20250603005832-6649,средство для мытья посуды,бытовая химия,8,71.33,8.69,6,4
20250603005832-6943,простыни,текстиль,7,43.51,36.05,6,4
20250603005832-4056,простыни,текстиль,2,79.45,13.1,6,4
20250603005832-2272,средство для мытья посуды,бытовая химия,7,18.95,11.17,6,4
20250603005832-4388,простыни,текстиль,10,99.77,54.4,6,4
20250603005832-6215,порошок,бытовая химия,7,39.67,8.4,6,4
20250603005832-8959,кастрюля,посуда,10,63.77,37.34,6,4
20250603005832-3561,полотенца,текстиль,9,44.48,7.36,6,4
20250603005832-8176,сковорода,посуда,4,70.3,16.78,6,4
20250603005832-9530,простыни,текстиль,8,15.37,12.86,6,4
20250603005832-6051,сковорода,посуда,6,59.27,55.95,6,4
20250603005832-3191,наволочки,текстиль,6,72.72,50.22,6,4
20250603005832-7699,наволочки,текстиль,3,58.3,39.62,6,4
20250603005832-2869,порошок,бытовая химия,9,49.78,3.86,6,4
20250603005832-9695,гель для стирки,бытовая химия,6,54.66,23.46,6,4
20250603005832-8443,порошок,бытовая химия,10,41.62,40.07,6,4
20250603005832-6480,порошок,бытовая химия,6,97.62,52.01,6,4
20250603005832-9537,простыни,текстиль,10,16.91,1.31,6,4
20250603005832-4848,кастрюля,посуда,4,53.87,11.94,6,4
20250603005832-1798,кастрюля,посуда,4,64.03,10.02,6,4
20250603005832-9575,простыни,текстиль,5,55.97,17.45,6,4
20250603005832-8768,средство для мытья посуды,бытовая химия,1,80.52,12.88,6,4
20250603005832-1748,тарелки,посуда,1,40.73,15.79,6,4
20250603005832-9940,сковорода,посуда,2,74.83,18.38,6,4
20250603005832-3000,порошок,бытовая химия,7,29.03,27.59,6,4
20250603005832-2069,полотенца,текстиль,1,82.2,40.08,6,4
20250603005832-5050,средство для мытья посуды,бытовая химия,2,24.19,4.31,6,4
20250603005832-7947,гель для стирки,бытовая химия,9,75.57,48.22,6,4
20250603005832-1047,кастрюля,посуда,1,61.22,4.88,6,4
20250603005832-2621,полотенца,текстиль,1,67.58,48.66,6,4
20250603005832-3875,тарелки,посуда,9,89.13,85.27,6,4
20250603005832-6166,тарелки,посуда,4,72.45,32.8,6,4
20250603005832-6152,кастрюля,посуда,9,44.74,42.39,6,4
20250603005832-7340,гель для стирки,бытовая химия,6,57.06,53.61,6,4
20250603005832-5562,полотенца,текстиль,3,74.93,38.06,6,4
20250603005832-4593,полотенца,текстиль,2,99.77,21.44,6,4
20250603005832-8665,тарелки,посуда,2,42.14,17.68,6,4
20250603005832-4879,тарелки,посуда,10,41.87,33.31,6,4
20250603005832-2786,средство для мытья посуды,бытовая химия,6,86.75,50.01,6,4
20250603005832-4896,порошок,бытовая химия,6,91.84,30.33,6,4
20250603005832-7203,гель для стирки,бытовая химия,6,94.63,83.93,6,4
20250603005832-3542,гель для стирки,бытовая химия,5,30.84,26.23,6,4
20250603005832-6428,кастрюля,посуда,1,89.8,29.31,6,4
20250603005832-6128,кастрюля,посуда,4,35.74,28.56,6,4
20250603005832-2738,тарелки,посуда,5,67.88,36.21,6,4
20250603005832-6927,полотенца,текстиль,5,37.68,16.7,6,4
20250603005832-3442,простыни,текстиль,5,63.98,3.84,6,4
20250603005832-7832,кастрюля,посуда,10,16.56,12.37,6,4
20250603005832-5299,наволочки,текстиль,2,24.28,0.71,6,4
20250603005832-6075,сковорода,посуда,5,66.12,33.88,6,4
20250603005832-8501,сковорода,посуда,6,84.72,49.85,6,4
20250603005832-2216,тарелки,посуда,5,70.85,41.19,6,4
20250603005832-2827,гель для стирки,бытовая химия,8,82.08,12.64,6,4
20250603005832-9887,кастрюля,посуда,9,77.54,73.6,6,4
20250603005832-8262,средство для мытья посуды,бытовая химия,2,73.2,71.48,6,4
