doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1090,средство для мытья посуды,бытовая химия,7,48.07,10.06,10,3
20250603005832-9822,средство для мытья посуды,бытовая химия,1,11.86,4.71,10,3
20250603005832-9756,тарелки,посуда,7,23.78,0.17,10,3
20250603005832-5429,порошок,бытовая химия,10,92.07,8.24,10,3
20250603005832-2443,полотенца,текстиль,10,78.08,22.1,10,3
20250603005832-6182,кастрюля,посуда,7,40.86,1.68,10,3
20250603005832-5307,простыни,текстиль,2,91.4,73.19,10,3
20250603005832-6403,тарелки,посуда,7,71.33,17.34,10,3
20250603005832-8224,наволочки,текстиль,9,61.87,13.28,10,3
20250603005832-8860,тарелки,посуда,5,66.67,48.84,10,3
20250603005832-6979,простыни,текстиль,4,79.3,67.38,10,3
20250603005832-9582,средство для мытья посуды,бытовая химия,9,77.01,75.72,10,3
20250603005832-8739,порошок,бытовая химия,4,38.45,20.11,10,3
20250603005832-5881,простыни,текстиль,6,78.81,23.39,10,3
20250603005832-6350,полотенца,текстиль,10,19.67,4.8,10,3
20250603005832-2946,тарелки,посуда,3,26.27,22.58,10,3
20250603005832-3260,тарелки,посуда,7,19.86,11.37,10,3
20250603005832-9666,средство для мытья посуды,бытовая химия,2,91.23,89.78,10,3
20250603005832-6932,порошок,бытовая химия,1,29.72,11.69,10,3
20250603005832-8065,средство для мытья посуды,бытовая химия,8,36.98,1.52,10,3
20250603005832-5436,простыни,текстиль,3,88.72,20.61,10,3
20250603005832-6970,гель для стирки,бытовая химия,5,90.24,89.78,10,3
20250603005832-6302,полотенца,текстиль,8,69.59,65.99,10,3
20250603005832-1285,гель для стирки,бытовая химия,5,73.28,53.25,10,3
20250603005832-3803,порошок,бытовая химия,6,33.79,8.03,10,3
20250603005832-8478,сковорода,посуда,3,37.47,34.5,10,3
20250603005832-4470,средство для мытья посуды,бытовая химия,2,25.75,9.72,10,3
20250603005832-7159,гель для стирки,бытовая химия,8,86.73,84.61,10,3
20250603005832-9034,полотенца,текстиль,1,61.29,12.34,10,3
20250603005832-7833,гель для стирки,бытовая химия,5,78.11,64.31,10,3
20250603005832-6785,кастрюля,посуда,6,34.85,2.7,10,3
20250603005832-4198,простыни,текстиль,7,82.23,38.63,10,3
20250603005832-5753,сковорода,посуда,4,46.93,38.28,10,3
20250603005832-2528,гель для стирки,бытовая химия,10,44.12,28.49,10,3
20250603005832-8018,порошок,бытовая химия,3,10.23,3.64,10,3
20250603005832-7167,кастрюля,посуда,6,14.02,13.97,10,3
20250603005832-8973,сковорода,посуда,8,67.28,44.7,10,3
20250603005832-7199,наволочки,текстиль,7,88.11,60.62,10,3
20250603005832-3347,наволочки,текстиль,7,17.2,15.33,10,3
20250603005832-9492,сковорода,посуда,10,63.24,41.39,10,3
20250603005832-9728,полотенца,текстиль,8,56.82,28.23,10,3
20250603005832-1421,гель для стирки,бытовая химия,9,41.12,39.99,10,3
20250603005832-8140,простыни,текстиль,1,96.11,91.71,10,3
20250603005832-4130,сковорода,посуда,5,77.06,5.57,10,3
20250603005832-3366,полотенца,текстиль,6,32.72,27.42,10,3
20250603005832-1084,полотенца,текстиль,2,49.66,37.98,10,3
20250603005832-3552,кастрюля,посуда,7,85.1,34.21,10,3
20250603005832-8647,гель для стирки,бытовая химия,3,91.83,59.74,10,3
20250603005832-1715,наволочки,текстиль,4,66.16,57.69,10,3
20250603005832-7070,средство для мытья посуды,бытовая химия,10,47.61,33.21,10,3
20250603005832-1298,сковорода,посуда,8,36.67,26.38,10,3
20250603005832-8685,средство для мытья посуды,бытовая химия,9,68.65,25.2,10,3
20250603005832-5223,гель для стирки,бытовая химия,8,61.23,34.03,10,3
20250603005832-3437,гель для стирки,бытовая химия,10,33.89,18.84,10,3
20250603005832-6647,тарелки,посуда,4,52.92,2.21,10,3
20250603005832-6931,порошок,бытовая химия,5,15.46,11.12,10,3
20250603005832-3751,гель для стирки,бытовая химия,8,26.6,3.76,10,3
20250603005832-2451,сковорода,посуда,1,44.49,18.83,10,3
20250603005832-7880,тарелки,посуда,7,95.05,53.37,10,3
20250603005832-7211,простыни,текстиль,10,25.12,20.0,10,3
20250603005832-8829,средство для мытья посуды,бытовая химия,1,71.77,8.48,10,3
20250603005832-1345,тарелки,посуда,9,91.64,39.05,10,3
20250603005832-2112,гель для стирки,бытовая химия,4,82.76,0.94,10,3
20250603005832-6920,кастрюля,посуда,4,50.02,13.19,10,3
20250603005832-4184,порошок,бытовая химия,1,78.73,52.36,10,3
20250603005832-3089,сковорода,посуда,6,68.62,53.9,10,3
