doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-8168,средство для мытья посуды,бытовая химия,3,34.95,30.28,3,5
20250603005832-1882,полотенца,текстиль,1,54.19,15.15,3,5
20250603005832-1033,тарелки,посуда,10,58.75,21.78,3,5
20250603005832-8263,тарелки,посуда,4,16.29,12.02,3,5
20250603005832-1776,наволочки,текстиль,8,95.15,76.14,3,5
20250603005832-6241,наволочки,текстиль,2,64.99,48.02,3,5
20250603005832-8974,простыни,текстиль,1,34.02,7.21,3,5
20250603005832-2457,кастрюля,посуда,7,59.17,24.0,3,5
20250603005832-4114,гель для стирки,бытовая химия,6,55.59,18.56,3,5
20250603005832-8633,сковорода,посуда,1,70.15,38.26,3,5
20250603005832-9629,простыни,текстиль,6,73.03,12.29,3,5
20250603005832-9866,гель для стирки,бытовая химия,2,13.01,3.43,3,5
20250603005832-6744,наволочки,текстиль,5,62.06,28.48,3,5
20250603005832-9439,тарелки,посуда,4,56.57,38.29,3,5
20250603005832-1191,тарелки,посуда,7,40.12,33.47,3,5
20250603005832-3885,средство для мытья посуды,бытовая химия,1,72.45,42.33,3,5
20250603005832-1625,тарелки,посуда,9,69.55,33.36,3,5
20250603005832-8181,полотенца,текстиль,6,73.45,32.6,3,5
20250603005832-7098,простыни,текстиль,5,21.65,15.89,3,5
20250603005832-2094,наволочки,текстиль,4,97.43,57.32,3,5
20250603005832-9887,средство для мытья посуды,бытовая химия,1,95.52,46.87,3,5
20250603005832-5896,простыни,текстиль,8,96.89,24.84,3,5
20250603005832-1517,гель для стирки,бытовая химия,9,67.1,27.65,3,5
20250603005832-7813,сковорода,посуда,2,65.02,33.32,3,5
20250603005832-9780,гель для стирки,бытовая химия,7,60.17,38.74,3,5
20250603005832-8161,порошок,бытовая химия,3,47.15,40.0,3,5
20250603005832-5268,наволочки,текстиль,9,46.9,25.54,3,5
20250603005832-2511,полотенца,текстиль,9,51.63,18.54,3,5
20250603005832-2986,порошок,бытовая химия,10,32.2,5.5,3,5
20250603005832-9872,кастрюля,посуда,8,14.79,11.33,3,5
20250603005832-8847,гель для стирки,бытовая химия,2,84.48,66.78,3,5
20250603005832-6880,порошок,бытовая химия,7,39.15,25.46,3,5
20250603005832-3016,порошок,бытовая химия,5,17.83,5.03,3,5
20250603005832-3524,порошок,бытовая химия,3,26.64,11.51,3,5
20250603005832-9145,кастрюля,посуда,9,67.32,62.44,3,5
20250603005832-5371,наволочки,текстиль,3,19.1,5.35,3,5
20250603005832-8408,порошок,бытовая химия,9,88.68,79.66,3,5
20250603005832-6607,простыни,текстиль,5,87.38,53.81,3,5
20250603005832-1344,кастрюля,посуда,5,44.76,40.0,3,5
20250603005832-3974,гель для стирки,бытовая химия,6,22.87,3.14,3,5
20250603005832-7381,кастрюля,посуда,5,84.18,21.78,3,5
20250603005832-6732,полотенца,текстиль,7,36.91,15.62,3,5
20250603005832-2008,полотенца,текстиль,3,79.89,10.68,3,5
20250603005832-8322,средство для мытья посуды,бытовая химия,5,56.57,46.87,3,5
20250603005832-2762,средство для мытья посуды,бытовая химия,5,15.15,5.92,3,5
20250603005832-4014,простыни,текстиль,8,67.43,57.03,3,5
20250603005832-6897,порошок,бытовая химия,3,56.08,44.16,3,5
20250603005832-4562,полотенца,текстиль,3,57.56,20.76,3,5
20250603005832-3190,полотенца,текстиль,4,87.14,15.8,3,5
20250603005832-4490,порошок,бытовая химия,6,24.27,9.52,3,5
20250603005832-1223,простыни,текстиль,1,24.92,10.43,3,5
