doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-6930,порошок,бытовая химия,9,40.08,24.56,9,4
20250603005832-8067,порошок,бытовая химия,2,87.58,56.73,9,4
20250603005832-2468,тарелки,посуда,10,79.65,72.31,9,4
20250603005832-2426,наволочки,текстиль,4,10.96,7.59,9,4
20250603005832-3878,кастрюля,посуда,3,15.76,8.82,9,4
20250603005832-1311,простыни,текстиль,4,87.15,27.84,9,4
20250603005832-7285,порошок,бытовая химия,5,86.54,1.48,9,4
20250603005832-5511,наволочки,текстиль,8,65.72,1.74,9,4
20250603005832-6004,средство для мытья посуды,бытовая химия,2,52.61,48.97,9,4
20250603005832-4123,простыни,текстиль,9,48.66,13.89,9,4
20250603005832-8204,простыни,текстиль,4,95.57,21.36,9,4
20250603005832-7471,сковорода,посуда,6,93.76,68.7,9,4
20250603005832-2269,наволочки,текстиль,5,62.32,43.81,9,4
20250603005832-6496,сковорода,посуда,6,74.71,16.4,9,4
20250603005832-9126,гель для стирки,бытовая химия,9,16.0,4.52,9,4
20250603005832-1507,полотенца,текстиль,3,71.37,65.75,9,4
20250603005832-7143,кастрюля,посуда,6,28.58,21.17,9,4
20250603005832-8523,порошок,бытовая химия,10,42.55,40.32,9,4
20250603005832-6954,тарелки,посуда,3,75.22,60.03,9,4
20250603005832-3401,простыни,текстиль,9,33.3,21.64,9,4
20250603005832-2868,гель для стирки,бытовая химия,9,44.05,8.47,9,4
20250603005832-1004,сковорода,посуда,2,61.1,11.77,9,4
20250603005832-5641,наволочки,текстиль,3,71.51,13.5,9,4
20250603005832-9704,гель для стирки,бытовая химия,8,23.78,17.78,9,4
20250603005832-8866,простыни,текстиль,5,15.86,8.34,9,4
20250603005832-6249,тарелки,посуда,7,59.85,8.36,9,4
20250603005832-6419,полотенца,текстиль,6,15.42,4.78,9,4
20250603005832-7551,средство для мытья посуды,бытовая химия,8,41.58,30.75,9,4
20250603005832-1238,наволочки,текстиль,1,20.77,9.99,9,4
20250603005832-5870,полотенца,текстиль,8,95.65,10.4,9,4
20250603005832-4136,полотенца,текстиль,1,37.47,20.11,9,4
20250603005832-4386,полотенца,текстиль,1,83.77,39.29,9,4
20250603005832-5363,сковорода,посуда,8,76.12,14.14,9,4
20250603005832-8217,сковорода,посуда,6,85.77,48.07,9,4
20250603005832-6655,полотенца,текстиль,7,59.98,1.84,9,4
20250603005832-1541,наволочки,текстиль,8,26.32,5.68,9,4
20250603005832-1197,порошок,бытовая химия,8,53.67,22.75,9,4
20250603005832-6414,гель для стирки,бытовая химия,6,67.03,42.62,9,4
20250603005832-7532,гель для стирки,бытовая химия,4,31.94,17.48,9,4
20250603005832-5053,полотенца,текстиль,7,71.77,43.36,9,4
20250603005832-5673,гель для стирки,бытовая химия,10,77.42,50.31,9,4
20250603005832-6694,средство для мытья посуды,бытовая химия,8,29.82,23.48,9,4
20250603005832-3182,полотенца,текстиль,4,25.92,18.25,9,4
20250603005832-6780,полотенца,текстиль,5,32.3,7.43,9,4
20250603005832-9437,гель для стирки,бытовая химия,8,56.22,31.82,9,4
20250603005832-1700,наволочки,текстиль,9,67.08,2.51,9,4
20250603005832-7296,гель для стирки,бытовая химия,9,86.45,46.91,9,4
20250603005832-1216,полотенца,текстиль,8,12.11,10.42,9,4
20250603005832-9366,средство для мытья посуды,бытовая химия,5,34.59,34.21,9,4
20250603005832-2786,простыни,текстиль,3,49.57,41.97,9,4
20250603005832-3924,простыни,текстиль,9,69.66,11.42,9,4
20250603005832-1104,полотенца,текстиль,7,14.02,7.57,9,4
20250603005832-5391,средство для мытья посуды,бытовая химия,4,18.58,12.08,9,4
20250603005832-9330,полотенца,текстиль,3,10.94,2.94,9,4
20250603005832-6924,полотенца,текстиль,5,54.74,34.34,9,4
20250603005832-6817,наволочки,текстиль,1,37.98,5.97,9,4
