doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-5517,наволочки,текстиль,6,42.27,7.21,5,4
20250603005832-8171,сковорода,посуда,7,42.78,12.86,5,4
20250603005832-3230,тарелки,посуда,8,30.6,14.01,5,4
20250603005832-6576,полотенца,текстиль,3,95.65,73.06,5,4
20250603005832-6826,порошок,бытовая химия,7,66.78,41.91,5,4
20250603005832-3403,тарелки,посуда,2,25.37,18.83,5,4
20250603005832-1047,тарелки,посуда,2,74.65,19.55,5,4
20250603005832-7204,сковорода,посуда,9,36.98,10.11,5,4
20250603005832-8578,простыни,текстиль,7,20.34,15.48,5,4
20250603005832-4542,сковорода,посуда,2,66.3,27.07,5,4
20250603005832-7116,тарелки,посуда,9,95.64,22.25,5,4
20250603005832-5124,кастрюля,посуда,4,30.93,5.97,5,4
20250603005832-1541,простыни,текстиль,3,85.87,5.13,5,4
20250603005832-5726,простыни,текстиль,5,90.58,69.37,5,4
20250603005832-6549,порошок,бытовая химия,2,91.76,9.79,5,4
20250603005832-1268,тарелки,посуда,8,67.87,6.82,5,4
20250603005832-5153,тарелки,посуда,3,56.81,7.73,5,4
20250603005832-9935,средство для мытья посуды,бытовая химия,8,40.59,2.3,5,4
20250603005832-4186,сковорода,посуда,7,53.02,22.23,5,4
20250603005832-7869,гель для стирки,бытовая химия,6,17.09,2.08,5,4
20250603005832-4250,наволочки,текстиль,9,31.88,8.1,5,4
20250603005832-2385,наволочки,текстиль,3,33.98,11.91,5,4
20250603005832-3092,простыни,текстиль,8,63.24,8.35,5,4
20250603005832-7700,гель для стирки,бытовая химия,7,64.14,32.32,5,4
20250603005832-3446,гель для стирки,бытовая химия,7,68.27,17.61,5,4
20250603005832-6644,полотенца,текстиль,1,78.58,30.94,5,4
20250603005832-8896,полотенца,текстиль,3,15.09,0.86,5,4
20250603005832-6899,гель для стирки,бытовая химия,9,77.64,15.05,5,4
20250603005832-5313,тарелки,посуда,3,11.22,8.65,5,4
20250603005832-6092,полотенца,текстиль,8,97.35,67.61,5,4
20250603005832-3524,порошок,бытовая химия,4,88.9,37.8,5,4
20250603005832-6856,тарелки,посуда,7,60.31,8.74,5,4
20250603005832-1174,порошок,бытовая химия,3,88.61,33.52,5,4
20250603005832-3223,полотенца,текстиль,6,99.08,44.06,5,4
20250603005832-3470,наволочки,текстиль,4,60.49,6.56,5,4
20250603005832-2808,кастрюля,посуда,8,59.77,26.53,5,4
20250603005832-7857,сковорода,посуда,10,87.66,63.79,5,4
20250603005832-3868,полотенца,текстиль,9,20.95,19.25,5,4
20250603005832-1444,полотенца,текстиль,2,97.48,48.18,5,4
20250603005832-2427,кастрюля,посуда,1,50.53,14.62,5,4
20250603005832-5413,наволочки,текстиль,1,28.69,18.42,5,4
20250603005832-5993,порошок,бытовая химия,4,58.56,57.4,5,4
20250603005832-7597,тарелки,посуда,2,52.4,3.26,5,4
20250603005832-8991,тарелки,посуда,6,22.28,14.24,5,4
20250603005832-8129,полотенца,текстиль,8,93.18,21.95,5,4
20250603005832-5878,средство для мытья посуды,бытовая химия,5,61.83,5.16,5,4
20250603005832-5963,полотенца,текстиль,2,91.01,21.52,5,4
20250603005832-4782,наволочки,текстиль,9,62.87,53.59,5,4
20250603005832-2487,гель для стирки,бытовая химия,10,20.15,0.22,5,4
20250603005832-3894,полотенца,текстиль,1,93.65,74.75,5,4
20250603005832-9883,наволочки,текстиль,4,11.83,3.39,5,4
20250603005832-1043,средство для мытья посуды,бытовая химия,5,60.85,3.59,5,4
20250603005832-7187,кастрюля,посуда,9,28.94,4.43,5,4
20250603005832-1769,кастрюля,посуда,1,29.33,2.8,5,4
20250603005832-9086,тарелки,посуда,1,67.42,5.55,5,4
20250603005832-4939,сковорода,посуда,2,73.75,33.37,5,4
20250603005832-8427,сковорода,посуда,1,22.53,10.46,5,4
20250603005832-8855,сковорода,посуда,1,12.76,11.66,5,4
20250603005832-2157,кастрюля,посуда,6,49.87,13.31,5,4
20250603005832-9610,наволочки,текстиль,4,53.09,22.27,5,4
20250603005832-4648,гель для стирки,бытовая химия,10,41.24,14.54,5,4
20250603005832-1781,гель для стирки,бытовая химия,7,75.84,66.98,5,4
20250603005832-7053,наволочки,текстиль,5,93.4,48.2,5,4
20250603005832-7299,сковорода,посуда,3,19.8,17.36,5,4
20250603005832-4680,тарелки,посуда,2,81.23,5.2,5,4
20250603005832-8486,средство для мытья посуды,бытовая химия,4,38.26,21.11,5,4
20250603005832-6927,наволочки,текстиль,3,28.65,17.49,5,4
20250603005832-7019,простыни,текстиль,3,46.79,19.06,5,4
20250603005832-7690,тарелки,посуда,2,19.27,2.84,5,4
20250603005832-1718,гель для стирки,бытовая химия,5,91.43,63.7,5,4
20250603005832-2985,гель для стирки,бытовая химия,7,96.56,87.54,5,4
20250603005832-9689,полотенца,текстиль,7,69.97,0.5,5,4
20250603005832-1396,средство для мытья посуды,бытовая химия,8,43.27,4.12,5,4
20250603005832-6522,средство для мытья посуды,бытовая химия,9,58.3,39.91,5,4
20250603005832-8138,полотенца,текстиль,6,82.9,41.01,5,4
20250603005832-5798,сковорода,посуда,8,76.77,67.67,5,4
20250603005832-4885,наволочки,текстиль,10,79.53,14.07,5,4
20250603005832-8799,наволочки,текстиль,10,11.08,0.7,5,4
