doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1354,гель для стирки,бытовая химия,2,13.12,10.7,4,2
20250603005832-3823,порошок,бытовая химия,2,94.99,92.12,4,2
20250603005832-4395,гель для стирки,бытовая химия,6,20.52,14.31,4,2
20250603005832-6910,гель для стирки,бытовая химия,7,84.08,69.19,4,2
20250603005832-8001,полотенца,текстиль,10,90.59,68.59,4,2
20250603005832-3586,полотенца,текстиль,5,13.91,6.37,4,2
20250603005832-9393,наволочки,текстиль,7,10.08,6.86,4,2
20250603005832-1435,простыни,текстиль,6,97.07,58.96,4,2
20250603005832-7952,тарелки,посуда,9,85.87,59.52,4,2
20250603005832-2777,сковорода,посуда,5,51.77,14.33,4,2
20250603005832-6169,тарелки,посуда,2,74.8,35.1,4,2
20250603005832-8115,средство для мытья посуды,бытовая химия,10,95.36,57.65,4,2
20250603005832-5559,полотенца,текстиль,2,82.06,9.97,4,2
20250603005832-9400,полотенца,текстиль,1,94.73,93.14,4,2
20250603005832-6032,сковорода,посуда,10,21.66,18.6,4,2
20250603005832-9517,наволочки,текстиль,3,22.28,11.02,4,2
20250603005832-3257,порошок,бытовая химия,1,51.49,15.83,4,2
20250603005832-6159,порошок,бытовая химия,10,60.27,12.54,4,2
20250603005832-3368,сковорода,посуда,2,37.32,20.83,4,2
20250603005832-8853,полотенца,текстиль,3,56.77,6.95,4,2
20250603005832-2124,простыни,текстиль,8,14.62,13.48,4,2
20250603005832-6067,средство для мытья посуды,бытовая химия,9,53.58,21.63,4,2
20250603005832-8263,кастрюля,посуда,3,48.71,35.01,4,2
20250603005832-8385,наволочки,текстиль,10,93.55,8.14,4,2
20250603005832-9572,гель для стирки,бытовая химия,7,86.19,34.61,4,2
20250603005832-3806,наволочки,текстиль,7,45.45,44.51,4,2
20250603005832-7614,гель для стирки,бытовая химия,4,38.7,3.64,4,2
20250603005832-5209,простыни,текстиль,3,23.81,9.61,4,2
20250603005832-7581,полотенца,текстиль,4,56.98,18.83,4,2
20250603005832-6568,полотенца,текстиль,5,42.22,42.16,4,2
20250603005832-8659,кастрюля,посуда,3,40.38,8.44,4,2
20250603005832-1537,гель для стирки,бытовая химия,7,30.53,7.39,4,2
20250603005832-4985,полотенца,текстиль,5,87.59,12.64,4,2
20250603005832-2938,кастрюля,посуда,5,60.73,41.33,4,2
20250603005832-4785,гель для стирки,бытовая химия,4,99.11,70.37,4,2
20250603005832-4069,полотенца,текстиль,10,65.67,41.4,4,2
20250603005832-4826,сковорода,посуда,1,79.6,45.94,4,2
20250603005832-1974,гель для стирки,бытовая химия,6,70.0,55.66,4,2
20250603005832-2005,порошок,бытовая химия,9,31.26,22.26,4,2
20250603005832-5769,порошок,бытовая химия,3,28.99,22.44,4,2
20250603005832-9848,гель для стирки,бытовая химия,5,13.87,7.73,4,2
20250603005832-8347,тарелки,посуда,9,63.83,38.6,4,2
20250603005832-1064,тарелки,посуда,6,46.81,23.16,4,2
20250603005832-7562,средство для мытья посуды,бытовая химия,10,65.73,19.14,4,2
20250603005832-6578,простыни,текстиль,8,73.16,36.39,4,2
20250603005832-5883,кастрюля,посуда,1,66.53,11.21,4,2
20250603005832-2646,наволочки,текстиль,4,10.72,5.22,4,2
20250603005832-7355,порошок,бытовая химия,9,67.03,65.58,4,2
20250603005832-8233,порошок,бытовая химия,5,59.31,33.83,4,2
20250603005832-7088,полотенца,текстиль,4,42.37,15.49,4,2
20250603005832-3087,наволочки,текстиль,8,88.18,4.39,4,2
20250603005832-5234,гель для стирки,бытовая химия,1,50.95,13.21,4,2
20250603005832-5688,полотенца,текстиль,3,19.3,16.22,4,2
20250603005832-5089,простыни,текстиль,2,34.3,8.64,4,2
20250603005832-2238,порошок,бытовая химия,6,51.08,23.4,4,2
20250603005832-7425,гель для стирки,бытовая химия,10,91.17,52.49,4,2
20250603005832-2307,наволочки,текстиль,5,49.12,34.63,4,2
20250603005832-6075,наволочки,текстиль,5,47.15,0.51,4,2
20250603005832-6321,тарелки,посуда,5,31.25,0.74,4,2
20250603005832-1611,средство для мытья посуды,бытовая химия,1,45.67,29.29,4,2
20250603005832-6906,порошок,бытовая химия,9,87.57,67.1,4,2
20250603005832-5016,простыни,текстиль,5,80.71,18.24,4,2
20250603005832-7325,средство для мытья посуды,бытовая химия,6,73.5,29.72,4,2
20250603005832-6597,сковорода,посуда,6,54.5,37.14,4,2
20250603005832-9896,тарелки,посуда,3,31.67,19.06,4,2
20250603005832-7865,гель для стирки,бытовая химия,3,93.36,37.09,4,2
20250603005832-5420,гель для стирки,бытовая химия,9,47.51,44.31,4,2
20250603005832-4953,полотенца,текстиль,9,14.5,5.64,4,2
20250603005832-1194,сковорода,посуда,1,56.65,12.85,4,2
20250603005832-2599,порошок,бытовая химия,3,85.41,81.14,4,2
20250603005832-8425,наволочки,текстиль,2,73.28,11.25,4,2
20250603005832-8294,простыни,текстиль,8,84.14,80.07,4,2
20250603005832-2159,гель для стирки,бытовая химия,9,51.14,21.93,4,2
20250603005832-5994,сковорода,посуда,5,67.76,54.68,4,2
20250603005832-7892,простыни,текстиль,4,64.94,4.85,4,2
20250603005832-4843,полотенца,текстиль,4,14.14,8.94,4,2
20250603005832-7500,сковорода,посуда,1,92.16,69.64,4,2
20250603005832-8204,сковорода,посуда,6,66.31,0.84,4,2
