doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1610,кастрюля,посуда,6,30.21,1.93,3,2
20250603005832-4328,кастрюля,посуда,6,76.0,38.41,3,2
20250603005832-5334,тарелки,посуда,9,43.2,23.49,3,2
20250603005832-5670,полотенца,текстиль,7,28.43,21.39,3,2
20250603005832-5536,наволочки,текстиль,9,41.29,28.35,3,2
20250603005832-4825,гель для стирки,бытовая химия,6,98.31,93.99,3,2
20250603005832-1347,простыни,текстиль,7,78.23,73.58,3,2
20250603005832-9274,порошок,бытовая химия,10,15.35,7.78,3,2
20250603005832-8817,гель для стирки,бытовая химия,6,75.83,26.29,3,2
20250603005832-9345,полотенца,текстиль,8,33.47,23.34,3,2
20250603005832-2258,наволочки,текстиль,5,47.77,14.85,3,2
20250603005832-6300,гель для стирки,бытовая химия,3,79.42,26.83,3,2
20250603005832-1058,сковорода,посуда,10,33.06,23.93,3,2
20250603005832-2613,кастрюля,посуда,4,35.52,25.09,3,2
20250603005832-4991,сковорода,посуда,2,61.8,45.16,3,2
20250603005832-6311,гель для стирки,бытовая химия,9,25.53,9.9,3,2
20250603005832-7619,кастрюля,посуда,10,62.97,25.98,3,2
20250603005832-2823,порошок,бытовая химия,4,31.79,30.93,3,2
20250603005832-5508,гель для стирки,бытовая химия,5,76.45,8.6,3,2
20250603005832-2785,простыни,текстиль,9,96.09,46.56,3,2
20250603005832-6732,полотенца,текстиль,5,27.77,21.92,3,2
20250603005832-6930,средство для мытья посуды,бытовая химия,7,11.22,2.69,3,2
20250603005832-7727,кастрюля,посуда,4,71.57,6.51,3,2
20250603005832-8694,тарелки,посуда,7,37.45,12.26,3,2
20250603005832-9527,кастрюля,посуда,6,66.32,59.03,3,2
20250603005832-1068,наволочки,текстиль,7,76.3,0.1,3,2
20250603005832-6208,тарелки,посуда,3,71.51,20.25,3,2
20250603005832-2434,полотенца,текстиль,2,84.39,46.93,3,2
20250603005832-5108,гель для стирки,бытовая химия,9,10.06,9.04,3,2
20250603005832-3942,наволочки,текстиль,9,87.79,28.77,3,2
20250603005832-8831,полотенца,текстиль,10,87.33,18.63,3,2
20250603005832-9198,наволочки,текстиль,6,99.95,36.73,3,2
20250603005832-2981,порошок,бытовая химия,3,27.82,13.09,3,2
20250603005832-7906,гель для стирки,бытовая химия,6,14.59,8.29,3,2
20250603005832-4098,кастрюля,посуда,9,55.29,44.08,3,2
20250603005832-6469,полотенца,текстиль,2,94.75,39.24,3,2
20250603005832-6012,простыни,текстиль,3,86.62,21.55,3,2
20250603005832-6676,тарелки,посуда,1,12.87,1.73,3,2
20250603005832-5713,кастрюля,посуда,3,27.38,3.68,3,2
20250603005832-3895,сковорода,посуда,9,79.51,49.96,3,2
20250603005832-9055,порошок,бытовая химия,9,70.41,13.14,3,2
20250603005832-2323,наволочки,текстиль,8,57.16,15.75,3,2
20250603005832-9018,полотенца,текстиль,1,75.61,62.33,3,2
20250603005832-9075,кастрюля,посуда,1,69.3,54.9,3,2
20250603005832-4206,тарелки,посуда,7,20.67,12.34,3,2
20250603005832-1100,порошок,бытовая химия,1,44.54,34.02,3,2
20250603005832-8355,тарелки,посуда,1,64.96,30.14,3,2
20250603005832-5570,наволочки,текстиль,10,98.2,60.61,3,2
20250603005832-5808,полотенца,текстиль,5,34.49,16.63,3,2
20250603005832-4813,средство для мытья посуды,бытовая химия,5,77.86,20.8,3,2
20250603005832-8772,порошок,бытовая химия,5,44.39,30.68,3,2
20250603005832-7156,порошок,бытовая химия,3,47.22,26.22,3,2
20250603005832-1041,полотенца,текстиль,4,79.43,62.74,3,2
20250603005832-3156,наволочки,текстиль,8,51.76,12.51,3,2
20250603005832-1424,гель для стирки,бытовая химия,2,78.04,27.44,3,2
20250603005832-1381,простыни,текстиль,6,25.88,17.9,3,2
20250603005832-5310,полотенца,текстиль,9,71.71,21.01,3,2
20250603005832-4713,сковорода,посуда,1,71.78,20.77,3,2
20250603005832-1055,средство для мытья посуды,бытовая химия,6,46.2,43.62,3,2
20250603005832-9190,наволочки,текстиль,3,64.08,7.44,3,2
20250603005832-7148,полотенца,текстиль,5,93.29,16.7,3,2
20250603005832-3650,гель для стирки,бытовая химия,3,98.56,87.77,3,2
20250603005832-5760,наволочки,текстиль,10,58.8,21.72,3,2
20250603005832-1507,гель для стирки,бытовая химия,2,64.25,32.01,3,2
20250603005832-9698,полотенца,текстиль,10,31.08,1.48,3,2
20250603005832-8914,гель для стирки,бытовая химия,9,49.26,39.77,3,2
20250603005832-9888,средство для мытья посуды,бытовая химия,4,27.87,14.62,3,2
20250603005832-1303,полотенца,текстиль,3,45.92,3.84,3,2
20250603005832-5913,средство для мытья посуды,бытовая химия,3,11.7,8.6,3,2
20250603005832-4570,наволочки,текстиль,2,23.04,3.55,3,2
20250603005832-6293,тарелки,посуда,2,53.79,9.4,3,2
20250603005832-3007,полотенца,текстиль,5,51.51,31.17,3,2
20250603005832-6497,наволочки,текстиль,2,68.61,37.56,3,2
20250603005832-2336,порошок,бытовая химия,5,26.48,13.47,3,2
20250603005832-1875,тарелки,посуда,3,21.23,17.87,3,2
20250603005832-2186,кастрюля,посуда,9,38.57,6.68,3,2
20250603005832-3055,полотенца,текстиль,2,14.08,8.2,3,2
20250603005832-8260,наволочки,текстиль,7,40.09,28.87,3,2
20250603005832-6369,гель для стирки,бытовая химия,6,86.51,12.92,3,2
20250603005832-2311,гель для стирки,бытовая химия,9,19.33,12.23,3,2
20250603005832-7621,порошок,бытовая химия,7,44.0,9.8,3,2
20250603005832-8171,гель для стирки,бытовая химия,4,36.84,19.28,3,2
20250603005832-1994,тарелки,посуда,3,16.18,14.2,3,2
20250603005832-1397,порошок,бытовая химия,6,28.45,25.95,3,2
20250603005832-1435,гель для стирки,бытовая химия,3,40.92,8.96,3,2
20250603005832-8918,кастрюля,посуда,10,24.61,3.17,3,2
20250603005832-8935,наволочки,текстиль,2,41.76,19.41,3,2
20250603005832-7517,средство для мытья посуды,бытовая химия,1,76.41,33.87,3,2
20250603005832-5680,средство для мытья посуды,бытовая химия,2,57.17,47.94,3,2
20250603005832-5253,наволочки,текстиль,9,80.02,74.08,3,2
20250603005832-4985,средство для мытья посуды,бытовая химия,6,75.4,30.34,3,2
20250603005832-2166,наволочки,текстиль,4,71.59,47.13,3,2
20250603005832-1348,гель для стирки,бытовая химия,1,39.83,35.6,3,2
20250603005832-4765,средство для мытья посуды,бытовая химия,8,91.68,4.43,3,2
20250603005832-1908,полотенца,текстиль,9,22.32,6.93,3,2
20250603005832-9772,тарелки,посуда,3,87.56,19.88,3,2
20250603005832-7235,тарелки,посуда,9,37.58,18.16,3,2
20250603005832-4587,тарелки,посуда,8,68.32,52.38,3,2
20250603005832-8979,гель для стирки,бытовая химия,9,81.32,73.49,3,2
20250603005832-7479,кастрюля,посуда,6,52.45,49.13,3,2
20250603005832-3667,средство для мытья посуды,бытовая химия,7,40.36,14.99,3,2
20250603005832-2016,порошок,бытовая химия,3,22.03,8.36,3,2
20250603005832-5401,сковорода,посуда,9,82.54,50.8,3,2
20250603005832-4802,гель для стирки,бытовая химия,4,27.24,2.52,3,2
20250603005832-8307,сковорода,посуда,7,83.85,24.99,3,2
20250603005832-9662,простыни,текстиль,2,65.55,15.14,3,2
20250603005832-4443,порошок,бытовая химия,4,42.74,7.86,3,2
20250603005832-6021,наволочки,текстиль,9,37.63,24.21,3,2
20250603005832-5660,наволочки,текстиль,9,55.07,5.6,3,2
20250603005832-1217,кастрюля,посуда,10,68.07,47.95,3,2
20250603005832-5902,кастрюля,посуда,4,73.14,70.55,3,2
20250603005832-7352,сковорода,посуда,4,18.94,15.62,3,2
20250603005832-7043,кастрюля,посуда,3,96.77,82.84,3,2
20250603005832-8968,полотенца,текстиль,9,70.34,36.39,3,2
20250603005832-3245,полотенца,текстиль,1,92.11,78.3,3,2
20250603005832-7144,сковорода,посуда,7,77.56,61.93,3,2
20250603005832-6045,тарелки,посуда,5,46.58,44.89,3,2
20250603005832-9279,полотенца,текстиль,5,26.75,6.48,3,2
20250603005832-8888,гель для стирки,бытовая химия,5,94.2,82.15,3,2
20250603005832-6213,сковорода,посуда,5,31.02,17.93,3,2
20250603005832-1037,гель для стирки,бытовая химия,7,47.05,30.09,3,2
