doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-9741,простыни,текстиль,10,82.76,82.62,5,5
20250603005832-4248,гель для стирки,бытовая химия,7,56.17,43.23,5,5
20250603005832-4346,полотенца,текстиль,10,83.25,74.32,5,5
20250603005832-4665,сковорода,посуда,7,50.37,17.42,5,5
20250603005832-1204,средство для мытья посуды,бытовая химия,3,17.87,7.8,5,5
20250603005832-3788,простыни,текстиль,2,87.42,47.54,5,5
20250603005832-2794,простыни,текстиль,8,58.98,31.56,5,5
20250603005832-3244,кастрюля,посуда,5,99.85,82.12,5,5
20250603005832-4522,простыни,текстиль,7,63.88,30.89,5,5
20250603005832-2322,кастрюля,посуда,8,20.92,16.13,5,5
20250603005832-2889,гель для стирки,бытовая химия,5,25.01,24.23,5,5
20250603005832-7047,средство для мытья посуды,бытовая химия,7,95.98,85.34,5,5
20250603005832-6839,гель для стирки,бытовая химия,8,12.56,1.75,5,5
20250603005832-9704,гель для стирки,бытовая химия,2,10.22,0.15,5,5
20250603005832-3840,сковорода,посуда,5,14.27,9.56,5,5
20250603005832-8793,тарелки,посуда,7,95.62,24.36,5,5
20250603005832-2040,порошок,бытовая химия,1,36.21,14.99,5,5
20250603005832-4538,простыни,текстиль,9,75.76,55.7,5,5
20250603005832-7510,тарелки,посуда,6,37.85,21.95,5,5
20250603005832-8373,простыни,текстиль,5,91.17,17.89,5,5
20250603005832-3242,средство для мытья посуды,бытовая химия,8,74.96,1.21,5,5
20250603005832-3359,тарелки,посуда,7,55.38,11.43,5,5
20250603005832-1354,порошок,бытовая химия,10,26.86,5.54,5,5
20250603005832-4050,простыни,текстиль,7,58.4,4.02,5,5
20250603005832-7362,порошок,бытовая химия,10,99.31,53.02,5,5
20250603005832-1037,средство для мытья посуды,бытовая химия,1,25.11,5.74,5,5
20250603005832-3714,кастрюля,посуда,2,66.34,28.32,5,5
20250603005832-5142,наволочки,текстиль,9,37.16,30.89,5,5
20250603005832-2377,средство для мытья посуды,бытовая химия,8,78.84,63.38,5,5
20250603005832-8166,полотенца,текстиль,2,30.6,10.86,5,5
20250603005832-1780,гель для стирки,бытовая химия,6,10.87,9.94,5,5
20250603005832-2412,кастрюля,посуда,7,31.68,3.45,5,5
20250603005832-3985,кастрюля,посуда,8,50.18,2.08,5,5
20250603005832-3292,средство для мытья посуды,бытовая химия,6,21.58,17.63,5,5
20250603005832-3080,порошок,бытовая химия,6,97.5,44.65,5,5
20250603005832-3167,наволочки,текстиль,6,60.22,32.92,5,5
20250603005832-9650,кастрюля,посуда,7,68.53,35.04,5,5
20250603005832-7036,порошок,бытовая химия,6,17.07,14.7,5,5
20250603005832-7444,наволочки,текстиль,7,24.59,3.15,5,5
20250603005832-3223,сковорода,посуда,9,64.6,7.36,5,5
20250603005832-7591,тарелки,посуда,1,47.93,6.48,5,5
20250603005832-4021,порошок,бытовая химия,8,35.71,13.88,5,5
20250603005832-8943,тарелки,посуда,5,49.77,38.54,5,5
20250603005832-8692,простыни,текстиль,7,66.15,5.36,5,5
20250603005832-4650,простыни,текстиль,4,73.73,58.92,5,5
20250603005832-8549,средство для мытья посуды,бытовая химия,3,39.34,0.94,5,5
20250603005832-6853,тарелки,посуда,9,52.67,12.28,5,5
20250603005832-6392,порошок,бытовая химия,6,16.59,3.39,5,5
20250603005832-6726,тарелки,посуда,2,67.17,30.14,5,5
20250603005832-7459,гель для стирки,бытовая химия,7,45.14,17.25,5,5
20250603005832-1335,наволочки,текстиль,1,74.29,55.26,5,5
20250603005832-1281,полотенца,текстиль,9,20.67,10.9,5,5
20250603005832-8504,полотенца,текстиль,3,22.16,13.77,5,5
20250603005832-5355,сковорода,посуда,10,44.09,22.85,5,5
20250603005832-9620,порошок,бытовая химия,9,83.22,66.46,5,5
20250603005832-9298,простыни,текстиль,3,77.14,46.17,5,5
20250603005832-4116,простыни,текстиль,9,23.83,8.5,5,5
20250603005832-9128,простыни,текстиль,8,55.62,44.87,5,5
20250603005832-2635,средство для мытья посуды,бытовая химия,1,54.55,43.28,5,5
20250603005832-7641,простыни,текстиль,9,14.54,3.52,5,5
20250603005832-3161,сковорода,посуда,5,75.24,49.34,5,5
20250603005832-1135,простыни,текстиль,2,66.35,23.08,5,5
20250603005832-1199,простыни,текстиль,4,81.03,13.77,5,5
20250603005832-3745,средство для мытья посуды,бытовая химия,7,57.45,40.99,5,5
20250603005832-9908,простыни,текстиль,10,96.98,11.41,5,5
20250603005832-4477,порошок,бытовая химия,2,44.43,24.09,5,5
20250603005832-6912,кастрюля,посуда,9,61.76,59.03,5,5
20250603005832-4345,простыни,текстиль,2,46.88,26.68,5,5
20250603005832-7428,тарелки,посуда,7,25.3,2.4,5,5
20250603005832-9224,простыни,текстиль,1,61.52,17.93,5,5
20250603005832-9340,сковорода,посуда,1,88.68,0.47,5,5
20250603005832-5458,гель для стирки,бытовая химия,4,54.49,27.15,5,5
20250603005832-6237,простыни,текстиль,7,41.56,9.9,5,5
20250603005832-5849,гель для стирки,бытовая химия,1,90.56,78.18,5,5
20250603005832-7223,сковорода,посуда,8,32.84,32.54,5,5
20250603005832-6302,тарелки,посуда,1,37.88,26.94,5,5
20250603005832-1647,порошок,бытовая химия,8,17.21,14.4,5,5
20250603005832-4531,простыни,текстиль,4,82.94,27.05,5,5
20250603005832-6059,средство для мытья посуды,бытовая химия,2,53.02,50.16,5,5
20250603005832-6405,сковорода,посуда,4,40.78,1.51,5,5
20250603005832-4033,порошок,бытовая химия,10,44.44,0.87,5,5
