doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-4056,тарелки,посуда,8,35.85,16.71,4,1
20250603005832-3309,тарелки,посуда,3,17.86,10.15,4,1
20250603005832-9060,средство для мытья посуды,бытовая химия,8,58.25,3.24,4,1
20250603005832-2291,сковорода,посуда,3,20.37,13.25,4,1
20250603005832-8004,гель для стирки,бытовая химия,9,75.12,46.94,4,1
20250603005832-8055,гель для стирки,бытовая химия,9,53.05,49.97,4,1
20250603005832-1310,наволочки,текстиль,3,16.88,11.51,4,1
20250603005832-1222,гель для стирки,бытовая химия,1,56.85,27.22,4,1
20250603005832-5627,тарелки,посуда,1,47.29,44.27,4,1
20250603005832-9477,наволочки,текстиль,4,50.93,43.19,4,1
20250603005832-4884,наволочки,текстиль,8,19.77,11.38,4,1
20250603005832-8202,простыни,текстиль,1,59.58,14.13,4,1
20250603005832-4572,средство для мытья посуды,бытовая химия,7,38.88,17.21,4,1
20250603005832-7029,гель для стирки,бытовая химия,9,34.23,21.59,4,1
20250603005832-5727,кастрюля,посуда,1,84.49,83.94,4,1
20250603005832-6389,сковорода,посуда,6,87.94,60.28,4,1
20250603005832-3071,наволочки,текстиль,1,18.18,3.59,4,1
20250603005832-7773,средство для мытья посуды,бытовая химия,1,69.61,40.81,4,1
20250603005832-6261,сковорода,посуда,8,27.1,23.71,4,1
20250603005832-8317,полотенца,текстиль,5,98.42,71.84,4,1
20250603005832-6633,гель для стирки,бытовая химия,10,89.64,33.76,4,1
20250603005832-2492,средство для мытья посуды,бытовая химия,4,76.63,37.85,4,1
20250603005832-4943,порошок,бытовая химия,10,51.26,0.33,4,1
20250603005832-8457,средство для мытья посуды,бытовая химия,4,85.0,79.97,4,1
20250603005832-1231,кастрюля,посуда,4,56.15,39.01,4,1
20250603005832-6690,кастрюля,посуда,10,25.1,23.27,4,1
20250603005832-7343,тарелки,посуда,8,80.14,50.81,4,1
20250603005832-1540,сковорода,посуда,5,48.24,29.68,4,1
20250603005832-3373,средство для мытья посуды,бытовая химия,3,96.51,80.33,4,1
20250603005832-8695,сковорода,посуда,4,66.34,24.98,4,1
20250603005832-5936,сковорода,посуда,7,15.01,11.98,4,1
20250603005832-5823,средство для мытья посуды,бытовая химия,7,28.92,25.16,4,1
20250603005832-9554,средство для мытья посуды,бытовая химия,8,76.05,45.73,4,1
20250603005832-2349,простыни,текстиль,10,26.68,20.22,4,1
20250603005832-5079,наволочки,текстиль,1,95.44,19.47,4,1
20250603005832-3461,порошок,бытовая химия,3,72.56,15.98,4,1
20250603005832-2791,наволочки,текстиль,7,23.63,12.73,4,1
20250603005832-7284,простыни,текстиль,7,13.44,0.96,4,1
20250603005832-3735,гель для стирки,бытовая химия,9,56.44,47.63,4,1
20250603005832-3186,гель для стирки,бытовая химия,6,57.02,2.25,4,1
20250603005832-7321,полотенца,текстиль,2,91.64,84.97,4,1
20250603005832-4027,простыни,текстиль,4,97.67,77.57,4,1
