doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-5931,полотенца,текстиль,7,80.21,20.63,6,5
20250603005832-7307,сковорода,посуда,9,66.37,1.85,6,5
20250603005832-3260,полотенца,текстиль,4,18.29,12.21,6,5
20250603005832-2846,сковорода,посуда,10,69.11,51.82,6,5
20250603005832-4209,полотенца,текстиль,10,30.02,21.67,6,5
20250603005832-2893,порошок,бытовая химия,5,30.3,28.51,6,5
20250603005832-6032,наволочки,текстиль,8,93.2,56.17,6,5
20250603005832-9679,простыни,текстиль,4,61.15,44.0,6,5
20250603005832-5402,полотенца,текстиль,2,91.67,45.19,6,5
20250603005832-6786,полотенца,текстиль,2,91.73,69.85,6,5
20250603005832-4479,наволочки,текстиль,6,45.94,11.33,6,5
20250603005832-8404,полотенца,текстиль,2,37.66,8.58,6,5
20250603005832-8225,кастрюля,посуда,7,81.06,20.91,6,5
20250603005832-2025,кастрюля,посуда,7,43.56,37.65,6,5
20250603005832-4442,наволочки,текстиль,7,88.72,19.56,6,5
20250603005832-5396,простыни,текстиль,2,98.29,52.44,6,5
20250603005832-4409,полотенца,текстиль,2,31.62,6.53,6,5
20250603005832-9874,наволочки,текстиль,10,79.89,29.13,6,5
20250603005832-4822,средство для мытья посуды,бытовая химия,2,58.04,55.04,6,5
20250603005832-6976,гель для стирки,бытовая химия,10,74.22,70.15,6,5
20250603005832-5686,средство для мытья посуды,бытовая химия,1,64.55,23.09,6,5
20250603005832-4323,кастрюля,посуда,3,27.39,4.97,6,5
20250603005832-2416,гель для стирки,бытовая химия,8,71.58,30.71,6,5
20250603005832-2892,наволочки,текстиль,4,98.12,87.73,6,5
20250603005832-7754,простыни,текстиль,6,14.66,1.01,6,5
20250603005832-5578,средство для мытья посуды,бытовая химия,4,34.39,32.15,6,5
20250603005832-3291,простыни,текстиль,9,52.87,29.5,6,5
20250603005832-1744,средство для мытья посуды,бытовая химия,10,64.44,32.74,6,5
20250603005832-1304,гель для стирки,бытовая химия,1,17.08,17.03,6,5
20250603005832-6096,гель для стирки,бытовая химия,8,22.15,1.08,6,5
20250603005832-8574,наволочки,текстиль,6,61.69,23.88,6,5
20250603005832-3577,сковорода,посуда,6,43.21,34.07,6,5
20250603005832-8271,простыни,текстиль,4,97.87,39.12,6,5
20250603005832-9063,наволочки,текстиль,10,15.28,12.19,6,5
20250603005832-3805,порошок,бытовая химия,5,46.06,7.69,6,5
20250603005832-7917,полотенца,текстиль,10,49.34,32.28,6,5
20250603005832-6131,наволочки,текстиль,9,77.98,9.09,6,5
20250603005832-3143,сковорода,посуда,1,98.81,13.01,6,5
20250603005832-5557,средство для мытья посуды,бытовая химия,1,23.87,20.25,6,5
20250603005832-9863,сковорода,посуда,1,20.53,7.53,6,5
20250603005832-7821,кастрюля,посуда,3,98.01,52.41,6,5
20250603005832-8711,наволочки,текстиль,7,23.53,10.48,6,5
20250603005832-9113,простыни,текстиль,10,86.64,36.0,6,5
20250603005832-7996,средство для мытья посуды,бытовая химия,7,30.54,8.74,6,5
20250603005832-4968,простыни,текстиль,3,72.14,64.56,6,5
20250603005832-4265,простыни,текстиль,4,66.49,33.97,6,5
20250603005832-1759,гель для стирки,бытовая химия,7,16.23,15.05,6,5
20250603005832-2926,наволочки,текстиль,3,21.8,1.7,6,5
20250603005832-7949,сковорода,посуда,9,65.75,0.39,6,5
20250603005832-6284,кастрюля,посуда,1,35.77,14.93,6,5
