doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1208,гель для стирки,бытовая химия,9,98.87,54.14,8,5
20250603005832-3851,средство для мытья посуды,бытовая химия,3,70.17,46.77,8,5
20250603005832-2719,гель для стирки,бытовая химия,10,62.73,22.74,8,5
20250603005832-3432,сковорода,посуда,9,62.87,17.56,8,5
20250603005832-9717,порошок,бытовая химия,2,96.91,26.15,8,5
20250603005832-2514,средство для мытья посуды,бытовая химия,9,64.8,36.83,8,5
20250603005832-4710,тарелки,посуда,4,76.67,75.76,8,5
20250603005832-6307,кастрюля,посуда,9,81.21,18.03,8,5
20250603005832-2819,простыни,текстиль,6,13.01,6.26,8,5
20250603005832-6802,тарелки,посуда,2,34.14,6.16,8,5
20250603005832-4814,сковорода,посуда,4,57.14,0.81,8,5
20250603005832-5867,тарелки,посуда,6,86.7,20.61,8,5
20250603005832-7533,полотенца,текстиль,10,68.45,46.39,8,5
20250603005832-8914,порошок,бытовая химия,4,22.87,19.05,8,5
20250603005832-1371,наволочки,текстиль,6,84.93,12.96,8,5
20250603005832-2242,простыни,текстиль,7,83.06,77.41,8,5
20250603005832-8603,средство для мытья посуды,бытовая химия,6,41.45,27.08,8,5
20250603005832-4079,гель для стирки,бытовая химия,7,21.66,21.12,8,5
20250603005832-1379,средство для мытья посуды,бытовая химия,9,46.94,16.21,8,5
20250603005832-1358,полотенца,текстиль,5,96.16,17.72,8,5
20250603005832-5524,гель для стирки,бытовая химия,7,62.33,12.32,8,5
20250603005832-9148,тарелки,посуда,2,94.47,20.37,8,5
20250603005832-7972,тарелки,посуда,3,50.78,11.81,8,5
20250603005832-7178,полотенца,текстиль,7,16.96,7.28,8,5
20250603005832-5319,гель для стирки,бытовая химия,7,56.57,37.3,8,5
20250603005832-6951,порошок,бытовая химия,4,46.09,39.12,8,5
20250603005832-7349,сковорода,посуда,6,55.14,19.07,8,5
20250603005832-8235,простыни,текстиль,8,15.67,5.41,8,5
20250603005832-9454,порошок,бытовая химия,3,11.91,7.95,8,5
20250603005832-2676,наволочки,текстиль,10,77.73,64.83,8,5
20250603005832-6796,тарелки,посуда,2,55.41,8.54,8,5
20250603005832-9392,кастрюля,посуда,3,16.78,12.14,8,5
20250603005832-8844,средство для мытья посуды,бытовая химия,10,46.08,38.91,8,5
20250603005832-3632,сковорода,посуда,1,24.37,1.96,8,5
20250603005832-4917,средство для мытья посуды,бытовая химия,6,41.36,31.7,8,5
20250603005832-8152,сковорода,посуда,7,59.78,13.85,8,5
20250603005832-8822,тарелки,посуда,5,21.13,6.68,8,5
20250603005832-9837,простыни,текстиль,2,99.1,50.42,8,5
20250603005832-8048,простыни,текстиль,3,62.15,54.99,8,5
20250603005832-6008,полотенца,текстиль,9,67.39,13.47,8,5
20250603005832-5352,наволочки,текстиль,3,28.48,14.72,8,5
20250603005832-7107,средство для мытья посуды,бытовая химия,1,50.45,15.96,8,5
20250603005832-5812,тарелки,посуда,5,57.7,3.83,8,5
20250603005832-6760,кастрюля,посуда,10,61.94,10.85,8,5
20250603005832-5971,кастрюля,посуда,5,88.48,47.62,8,5
20250603005832-2830,простыни,текстиль,6,72.36,67.41,8,5
20250603005832-5537,средство для мытья посуды,бытовая химия,3,40.23,12.73,8,5
20250603005832-8196,наволочки,текстиль,8,37.25,12.22,8,5
20250603005832-1483,наволочки,текстиль,10,37.49,0.25,8,5
20250603005832-1079,тарелки,посуда,2,25.31,20.91,8,5
20250603005832-3433,тарелки,посуда,10,97.72,87.36,8,5
20250603005832-1971,тарелки,посуда,7,79.8,10.72,8,5
20250603005832-1428,гель для стирки,бытовая химия,8,40.81,26.23,8,5
20250603005832-5605,полотенца,текстиль,3,21.47,13.37,8,5
20250603005832-9477,кастрюля,посуда,5,83.25,65.87,8,5
20250603005832-6363,кастрюля,посуда,5,53.34,19.84,8,5
20250603005832-4715,средство для мытья посуды,бытовая химия,1,25.36,3.97,8,5
