doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-4824,простыни,текстиль,7,22.71,0.12,9,5
20250603005832-7581,кастрюля,посуда,10,78.3,71.29,9,5
20250603005832-8665,гель для стирки,бытовая химия,6,54.88,30.05,9,5
20250603005832-2426,кастрюля,посуда,7,38.29,31.6,9,5
20250603005832-7966,полотенца,текстиль,1,61.1,38.47,9,5
20250603005832-8594,порошок,бытовая химия,7,61.79,42.75,9,5
20250603005832-7539,гель для стирки,бытовая химия,7,32.56,22.97,9,5
20250603005832-9884,гель для стирки,бытовая химия,6,68.6,12.76,9,5
20250603005832-7159,наволочки,текстиль,10,51.49,38.41,9,5
20250603005832-9469,кастрюля,посуда,8,24.46,7.31,9,5
20250603005832-5570,простыни,текстиль,8,52.62,25.91,9,5
20250603005832-9160,гель для стирки,бытовая химия,8,30.99,24.83,9,5
20250603005832-3344,полотенца,текстиль,8,36.05,29.01,9,5
20250603005832-1631,простыни,текстиль,2,63.6,61.68,9,5
20250603005832-3760,полотенца,текстиль,4,83.19,56.88,9,5
20250603005832-8848,гель для стирки,бытовая химия,7,12.07,11.86,9,5
20250603005832-8230,полотенца,текстиль,8,24.25,0.3,9,5
20250603005832-4516,средство для мытья посуды,бытовая химия,3,82.53,69.15,9,5
20250603005832-6684,сковорода,посуда,4,77.86,34.46,9,5
20250603005832-7906,полотенца,текстиль,8,31.98,28.02,9,5
20250603005832-8162,сковорода,посуда,7,22.03,20.15,9,5
20250603005832-4566,средство для мытья посуды,бытовая химия,1,10.25,3.96,9,5
20250603005832-4533,кастрюля,посуда,8,85.6,78.82,9,5
20250603005832-1331,средство для мытья посуды,бытовая химия,4,92.83,26.4,9,5
20250603005832-4893,простыни,текстиль,4,52.47,43.56,9,5
20250603005832-8486,кастрюля,посуда,4,97.72,86.62,9,5
20250603005832-8369,сковорода,посуда,4,11.03,10.64,9,5
20250603005832-4172,средство для мытья посуды,бытовая химия,6,35.4,4.69,9,5
20250603005832-3946,порошок,бытовая химия,1,41.23,3.74,9,5
20250603005832-1362,средство для мытья посуды,бытовая химия,9,95.03,90.23,9,5
20250603005832-4631,простыни,текстиль,2,18.69,14.25,9,5
20250603005832-4017,простыни,текстиль,7,26.4,9.47,9,5
20250603005832-7445,порошок,бытовая химия,5,40.8,37.83,9,5
20250603005832-2069,кастрюля,посуда,3,66.2,2.63,9,5
20250603005832-2973,гель для стирки,бытовая химия,7,60.49,35.6,9,5
20250603005832-9768,кастрюля,посуда,3,23.99,19.4,9,5
20250603005832-3503,кастрюля,посуда,3,45.31,39.98,9,5
20250603005832-7482,средство для мытья посуды,бытовая химия,1,49.98,35.97,9,5
20250603005832-3063,порошок,бытовая химия,3,60.31,48.19,9,5
20250603005832-6010,полотенца,текстиль,1,75.47,49.7,9,5
20250603005832-7302,тарелки,посуда,6,11.98,6.76,9,5
20250603005832-8406,средство для мытья посуды,бытовая химия,8,12.63,9.81,9,5
20250603005832-1121,простыни,текстиль,8,32.43,9.85,9,5
20250603005832-7095,кастрюля,посуда,5,74.13,21.49,9,5
20250603005832-7466,полотенца,текстиль,10,30.89,1.76,9,5
20250603005832-9487,простыни,текстиль,1,67.92,33.24,9,5
20250603005832-1868,полотенца,текстиль,6,21.64,15.83,9,5
20250603005832-9232,кастрюля,посуда,10,34.56,2.8,9,5
20250603005832-4874,тарелки,посуда,1,76.28,61.53,9,5
20250603005832-5214,средство для мытья посуды,бытовая химия,3,89.16,11.62,9,5
20250603005832-1521,кастрюля,посуда,1,24.55,13.5,9,5
20250603005832-3167,тарелки,посуда,6,39.27,25.47,9,5
20250603005832-5149,кастрюля,посуда,2,77.96,6.78,9,5
20250603005832-4261,простыни,текстиль,2,57.8,7.04,9,5
20250603005832-1746,кастрюля,посуда,3,55.62,20.43,9,5
20250603005832-1141,тарелки,посуда,6,38.15,29.41,9,5
20250603005832-1143,наволочки,текстиль,1,34.96,26.1,9,5
20250603005832-8514,полотенца,текстиль,9,53.19,35.7,9,5
20250603005832-7948,тарелки,посуда,7,92.15,4.08,9,5
20250603005832-6111,сковорода,посуда,8,30.07,14.08,9,5
20250603005832-4863,сковорода,посуда,3,70.89,26.55,9,5
20250603005832-1902,наволочки,текстиль,9,73.16,1.3,9,5
20250603005832-1228,гель для стирки,бытовая химия,10,81.69,20.96,9,5
20250603005832-6720,наволочки,текстиль,5,49.83,19.35,9,5
20250603005832-9382,полотенца,текстиль,4,40.45,24.0,9,5
20250603005832-3799,средство для мытья посуды,бытовая химия,6,15.82,4.27,9,5
20250603005832-4322,простыни,текстиль,8,54.17,53.11,9,5
20250603005832-1582,наволочки,текстиль,7,23.43,21.49,9,5
20250603005832-4746,кастрюля,посуда,8,31.9,14.9,9,5
20250603005832-7795,сковорода,посуда,1,71.08,36.52,9,5
20250603005832-9191,гель для стирки,бытовая химия,7,88.29,56.33,9,5
20250603005832-9125,наволочки,текстиль,9,96.62,0.91,9,5
20250603005832-5936,средство для мытья посуды,бытовая химия,9,66.99,29.63,9,5
20250603005832-7620,тарелки,посуда,8,82.97,18.95,9,5
20250603005832-4106,наволочки,текстиль,2,77.25,59.49,9,5
20250603005832-9326,тарелки,посуда,5,33.8,33.56,9,5
20250603005832-2216,наволочки,текстиль,10,68.85,60.04,9,5
20250603005832-9122,тарелки,посуда,10,79.07,49.31,9,5
20250603005832-5802,средство для мытья посуды,бытовая химия,9,16.84,2.5,9,5
20250603005832-5273,тарелки,посуда,2,32.09,30.18,9,5
20250603005832-7275,тарелки,посуда,3,29.87,4.91,9,5
20250603005832-2356,средство для мытья посуды,бытовая химия,6,48.12,27.48,9,5
20250603005832-1276,средство для мытья посуды,бытовая химия,8,57.06,56.63,9,5
20250603005832-5531,наволочки,текстиль,2,45.04,5.04,9,5
20250603005832-8366,наволочки,текстиль,1,26.55,6.36,9,5
20250603005832-6552,гель для стирки,бытовая химия,7,18.63,9.49,9,5
20250603005832-1234,средство для мытья посуды,бытовая химия,2,43.27,12.15,9,5
20250603005832-4847,наволочки,текстиль,6,79.97,47.78,9,5
20250603005832-9418,сковорода,посуда,9,45.89,40.4,9,5
20250603005832-8462,кастрюля,посуда,4,37.33,31.2,9,5
20250603005832-2534,простыни,текстиль,10,32.31,29.9,9,5
20250603005832-8073,гель для стирки,бытовая химия,3,67.1,45.35,9,5
20250603005832-7065,кастрюля,посуда,10,27.76,5.47,9,5
20250603005832-1333,сковорода,посуда,8,48.06,37.01,9,5
20250603005832-5805,полотенца,текстиль,10,69.58,51.98,9,5
20250603005832-9989,гель для стирки,бытовая химия,10,95.91,55.49,9,5
20250603005832-2161,кастрюля,посуда,7,26.54,12.92,9,5
20250603005832-3145,наволочки,текстиль,7,27.01,19.42,9,5
20250603005832-9970,гель для стирки,бытовая химия,1,47.54,2.47,9,5
20250603005832-3795,кастрюля,посуда,3,30.72,12.61,9,5
20250603005832-7492,наволочки,текстиль,1,95.58,10.61,9,5
20250603005832-7603,сковорода,посуда,4,19.68,9.31,9,5
20250603005832-2228,наволочки,текстиль,8,24.25,17.58,9,5
20250603005832-4262,средство для мытья посуды,бытовая химия,7,79.41,17.48,9,5
20250603005832-4641,полотенца,текстиль,7,43.98,22.71,9,5
20250603005832-8675,наволочки,текстиль,1,27.85,6.34,9,5
20250603005832-8950,порошок,бытовая химия,10,50.32,41.99,9,5
20250603005832-7636,наволочки,текстиль,1,74.89,42.4,9,5
20250603005832-6422,кастрюля,посуда,4,63.76,43.27,9,5
20250603005832-3490,наволочки,текстиль,1,66.22,59.33,9,5
20250603005832-7490,порошок,бытовая химия,8,97.63,1.76,9,5
20250603005832-3273,тарелки,посуда,10,47.64,14.31,9,5
20250603005832-3379,кастрюля,посуда,2,68.73,62.54,9,5
20250603005832-3187,сковорода,посуда,5,18.35,3.64,9,5
20250603005832-7572,полотенца,текстиль,3,22.75,1.34,9,5
20250603005832-4437,средство для мытья посуды,бытовая химия,4,82.88,9.75,9,5
20250603005832-5040,простыни,текстиль,8,48.46,32.98,9,5
20250603005832-6023,простыни,текстиль,5,66.63,11.05,9,5
20250603005832-2091,сковорода,посуда,3,66.73,49.36,9,5
20250603005832-6382,простыни,текстиль,6,47.64,0.61,9,5
