doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-9939,порошок,бытовая химия,1,74.8,18.25,7,5
20250603005832-5277,полотенца,текстиль,9,89.56,80.1,7,5
20250603005832-5786,наволочки,текстиль,4,17.7,3.01,7,5
20250603005832-2143,простыни,текстиль,5,48.1,46.58,7,5
20250603005832-5198,наволочки,текстиль,8,27.59,0.2,7,5
20250603005832-3308,кастрюля,посуда,8,43.18,36.57,7,5
20250603005832-4792,кастрюля,посуда,7,58.33,30.18,7,5
20250603005832-8231,сковорода,посуда,2,36.49,4.18,7,5
20250603005832-8385,полотенца,текстиль,4,90.9,41.93,7,5
20250603005832-3178,полотенца,текстиль,3,99.58,7.76,7,5
20250603005832-5265,средство для мытья посуды,бытовая химия,9,56.11,24.32,7,5
20250603005832-4823,полотенца,текстиль,5,79.94,1.24,7,5
20250603005832-5777,простыни,текстиль,9,23.16,12.96,7,5
20250603005832-7700,полотенца,текстиль,7,66.34,38.78,7,5
20250603005832-5047,гель для стирки,бытовая химия,8,42.4,13.03,7,5
20250603005832-3130,тарелки,посуда,2,65.31,62.71,7,5
20250603005832-3839,гель для стирки,бытовая химия,7,37.84,15.52,7,5
20250603005832-5706,тарелки,посуда,9,44.96,28.96,7,5
20250603005832-2130,средство для мытья посуды,бытовая химия,1,10.29,7.03,7,5
20250603005832-1189,тарелки,посуда,1,53.91,1.26,7,5
20250603005832-6795,простыни,текстиль,7,14.05,1.53,7,5
20250603005832-1977,полотенца,текстиль,5,86.87,74.6,7,5
20250603005832-5559,сковорода,посуда,10,34.23,17.38,7,5
20250603005832-9087,простыни,текстиль,6,62.08,43.8,7,5
20250603005832-1538,средство для мытья посуды,бытовая химия,8,39.82,7.03,7,5
20250603005832-4522,порошок,бытовая химия,9,98.87,36.06,7,5
20250603005832-1489,сковорода,посуда,3,30.68,12.16,7,5
20250603005832-8793,кастрюля,посуда,3,75.48,20.11,7,5
20250603005832-8008,простыни,текстиль,5,36.47,35.39,7,5
20250603005832-5667,кастрюля,посуда,3,86.36,61.39,7,5
20250603005832-5785,порошок,бытовая химия,4,95.81,10.32,7,5
20250603005832-2826,простыни,текстиль,5,50.92,35.34,7,5
20250603005832-1009,простыни,текстиль,2,58.53,32.0,7,5
20250603005832-1154,простыни,текстиль,1,41.42,24.61,7,5
20250603005832-3785,средство для мытья посуды,бытовая химия,1,16.73,11.48,7,5
20250603005832-5495,средство для мытья посуды,бытовая химия,10,98.89,53.87,7,5
20250603005832-6259,сковорода,посуда,1,74.14,54.74,7,5
20250603005832-4401,тарелки,посуда,2,44.46,10.4,7,5
20250603005832-7406,сковорода,посуда,1,77.75,40.62,7,5
20250603005832-3970,кастрюля,посуда,9,41.17,29.85,7,5
20250603005832-5486,тарелки,посуда,5,43.7,24.02,7,5
20250603005832-5045,сковорода,посуда,3,56.07,46.35,7,5
20250603005832-4865,тарелки,посуда,6,14.77,0.51,7,5
20250603005832-9756,порошок,бытовая химия,6,38.41,23.35,7,5
20250603005832-7735,кастрюля,посуда,5,13.69,3.14,7,5
20250603005832-7854,наволочки,текстиль,2,12.05,7.86,7,5
20250603005832-5430,гель для стирки,бытовая химия,4,79.09,18.12,7,5
20250603005832-3420,полотенца,текстиль,4,37.06,12.89,7,5
20250603005832-4803,порошок,бытовая химия,6,74.63,1.31,7,5
20250603005832-3754,полотенца,текстиль,1,12.42,5.23,7,5
20250603005832-7043,кастрюля,посуда,1,69.93,57.02,7,5
20250603005832-2120,гель для стирки,бытовая химия,3,42.37,37.91,7,5
20250603005832-3575,тарелки,посуда,7,16.15,6.24,7,5
20250603005832-3357,сковорода,посуда,1,62.48,32.46,7,5
20250603005832-1952,кастрюля,посуда,6,39.87,28.57,7,5
20250603005832-5614,средство для мытья посуды,бытовая химия,9,94.85,6.17,7,5
20250603005832-4070,гель для стирки,бытовая химия,5,37.85,24.18,7,5
20250603005832-4526,гель для стирки,бытовая химия,2,93.87,83.93,7,5
20250603005832-4178,тарелки,посуда,2,85.49,62.58,7,5
20250603005832-3076,гель для стирки,бытовая химия,6,87.29,34.43,7,5
20250603005832-6174,тарелки,посуда,6,66.38,45.09,7,5
20250603005832-7833,тарелки,посуда,8,40.15,6.91,7,5
20250603005832-1277,наволочки,текстиль,7,58.77,24.28,7,5
20250603005832-7214,простыни,текстиль,2,88.4,65.13,7,5
20250603005832-5306,кастрюля,посуда,5,29.94,18.21,7,5
20250603005832-5337,кастрюля,посуда,10,57.01,40.95,7,5
20250603005832-6770,порошок,бытовая химия,4,49.58,33.72,7,5
20250603005832-5655,кастрюля,посуда,6,28.18,0.95,7,5
20250603005832-9472,гель для стирки,бытовая химия,2,25.47,23.55,7,5
20250603005832-2975,кастрюля,посуда,9,80.73,32.17,7,5
20250603005832-9971,кастрюля,посуда,4,62.09,40.98,7,5
20250603005832-3485,тарелки,посуда,6,79.22,35.36,7,5
20250603005832-5788,наволочки,текстиль,8,47.15,24.06,7,5
20250603005832-2262,гель для стирки,бытовая химия,10,60.43,49.0,7,5
20250603005832-1942,гель для стирки,бытовая химия,6,82.86,0.57,7,5
20250603005832-5677,полотенца,текстиль,3,44.27,1.54,7,5
20250603005832-5103,полотенца,текстиль,4,81.52,19.0,7,5
20250603005832-9186,кастрюля,посуда,7,26.49,8.54,7,5
20250603005832-4459,простыни,текстиль,1,94.34,67.75,7,5
20250603005832-2036,кастрюля,посуда,7,23.63,4.03,7,5
20250603005832-9268,простыни,текстиль,7,14.97,7.08,7,5
20250603005832-5213,средство для мытья посуды,бытовая химия,8,35.13,34.32,7,5
20250603005832-1620,кастрюля,посуда,9,90.56,68.21,7,5
20250603005832-9849,тарелки,посуда,10,43.94,16.94,7,5
20250603005832-9218,сковорода,посуда,10,82.08,62.9,7,5
20250603005832-2258,кастрюля,посуда,1,97.36,41.54,7,5
20250603005832-1593,простыни,текстиль,5,38.13,20.83,7,5
20250603005832-4455,гель для стирки,бытовая химия,1,30.55,17.69,7,5
20250603005832-8317,полотенца,текстиль,10,24.79,16.79,7,5
20250603005832-8857,гель для стирки,бытовая химия,7,51.12,48.13,7,5
20250603005832-7700,сковорода,посуда,9,33.06,15.03,7,5
20250603005832-3464,сковорода,посуда,8,70.09,27.95,7,5
20250603005832-6451,средство для мытья посуды,бытовая химия,1,61.39,21.19,7,5
20250603005832-8160,тарелки,посуда,1,99.07,8.4,7,5
20250603005832-4932,гель для стирки,бытовая химия,5,12.5,10.71,7,5
20250603005832-7272,полотенца,текстиль,7,13.74,13.1,7,5
20250603005832-7308,тарелки,посуда,3,68.35,65.67,7,5
20250603005832-3035,порошок,бытовая химия,9,95.09,51.67,7,5
20250603005832-7113,наволочки,текстиль,6,82.43,14.76,7,5
20250603005832-6968,средство для мытья посуды,бытовая химия,2,41.06,25.99,7,5
20250603005832-8693,полотенца,текстиль,4,81.98,72.04,7,5
20250603005832-1517,наволочки,текстиль,5,37.87,15.95,7,5
20250603005832-7110,сковорода,посуда,9,82.87,28.57,7,5
20250603005832-5259,простыни,текстиль,5,16.4,2.91,7,5
20250603005832-8928,кастрюля,посуда,10,80.86,61.05,7,5
20250603005832-3507,средство для мытья посуды,бытовая химия,5,35.67,32.26,7,5
20250603005832-4190,простыни,текстиль,10,17.49,2.22,7,5
20250603005832-7724,тарелки,посуда,1,18.75,17.94,7,5
20250603005832-4107,наволочки,текстиль,3,36.52,30.01,7,5
20250603005832-3337,средство для мытья посуды,бытовая химия,6,74.65,54.17,7,5
20250603005832-4334,простыни,текстиль,6,95.52,84.22,7,5
20250603005832-6844,тарелки,посуда,2,88.66,51.66,7,5
20250603005832-8313,порошок,бытовая химия,3,28.91,10.37,7,5
20250603005832-6814,кастрюля,посуда,8,76.85,9.14,7,5
20250603005832-3043,средство для мытья посуды,бытовая химия,7,77.81,63.92,7,5
20250603005832-3468,полотенца,текстиль,6,40.47,37.42,7,5
20250603005832-8034,порошок,бытовая химия,4,43.61,26.1,7,5
20250603005832-6300,сковорода,посуда,7,14.13,13.88,7,5
20250603005832-4511,кастрюля,посуда,8,18.19,15.01,7,5
20250603005832-3766,сковорода,посуда,5,58.44,18.41,7,5
20250603005832-2134,средство для мытья посуды,бытовая химия,8,70.21,67.36,7,5
20250603005832-7441,сковорода,посуда,2,21.8,16.14,7,5
20250603005832-5332,простыни,текстиль,5,90.25,3.92,7,5
20250603005832-5776,порошок,бытовая химия,10,76.88,37.41,7,5
