doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-5318,тарелки,посуда,9,80.92,52.26,6,1
20250603005832-9367,полотенца,текстиль,7,68.04,40.53,6,1
20250603005832-4436,сковорода,посуда,2,76.66,1.5,6,1
20250603005832-9938,кастрюля,посуда,6,91.28,20.99,6,1
20250603005832-9885,простыни,текстиль,10,85.54,37.8,6,1
20250603005832-1189,средство для мытья посуды,бытовая химия,3,49.82,34.9,6,1
20250603005832-3630,простыни,текстиль,7,70.94,54.64,6,1
20250603005832-2795,наволочки,текстиль,6,57.29,8.11,6,1
20250603005832-2254,сковорода,посуда,4,68.11,3.94,6,1
20250603005832-1921,кастрюля,посуда,9,93.38,57.41,6,1
20250603005832-7388,наволочки,текстиль,2,44.85,29.83,6,1
20250603005832-3653,гель для стирки,бытовая химия,4,78.92,11.86,6,1
20250603005832-2874,полотенца,текстиль,1,91.96,73.25,6,1
20250603005832-5386,тарелки,посуда,10,43.89,16.15,6,1
20250603005832-7490,полотенца,текстиль,6,48.64,8.29,6,1
20250603005832-5219,тарелки,посуда,10,97.27,11.03,6,1
20250603005832-6560,гель для стирки,бытовая химия,8,96.78,5.37,6,1
20250603005832-4569,простыни,текстиль,2,89.01,12.89,6,1
20250603005832-2671,сковорода,посуда,9,86.54,74.96,6,1
20250603005832-4205,средство для мытья посуды,бытовая химия,5,82.91,51.13,6,1
20250603005832-5862,кастрюля,посуда,7,24.71,0.35,6,1
20250603005832-2424,средство для мытья посуды,бытовая химия,9,60.94,9.39,6,1
20250603005832-5217,кастрюля,посуда,8,32.12,17.7,6,1
20250603005832-5811,полотенца,текстиль,4,78.1,20.25,6,1
20250603005832-7945,тарелки,посуда,9,52.97,20.56,6,1
20250603005832-9988,сковорода,посуда,8,92.87,75.18,6,1
20250603005832-4834,порошок,бытовая химия,2,72.93,34.08,6,1
20250603005832-7506,гель для стирки,бытовая химия,3,34.77,26.8,6,1
20250603005832-6734,средство для мытья посуды,бытовая химия,8,13.23,4.82,6,1
20250603005832-4670,полотенца,текстиль,7,77.7,39.06,6,1
20250603005832-9242,гель для стирки,бытовая химия,6,80.71,43.47,6,1
20250603005832-6516,наволочки,текстиль,7,20.26,19.66,6,1
20250603005832-1224,полотенца,текстиль,2,73.95,20.01,6,1
20250603005832-1083,наволочки,текстиль,1,41.15,32.15,6,1
20250603005832-1602,гель для стирки,бытовая химия,10,34.58,19.23,6,1
20250603005832-5716,гель для стирки,бытовая химия,6,18.23,17.61,6,1
20250603005832-6359,наволочки,текстиль,3,62.71,11.63,6,1
20250603005832-1723,тарелки,посуда,2,79.07,62.54,6,1
20250603005832-1301,порошок,бытовая химия,10,61.62,41.85,6,1
20250603005832-5647,полотенца,текстиль,7,30.64,25.9,6,1
20250603005832-8462,тарелки,посуда,6,60.44,53.41,6,1
20250603005832-1930,сковорода,посуда,9,12.96,2.43,6,1
20250603005832-8086,гель для стирки,бытовая химия,6,25.13,7.21,6,1
20250603005832-9257,кастрюля,посуда,6,84.12,51.28,6,1
20250603005832-6808,полотенца,текстиль,8,69.24,21.55,6,1
20250603005832-4883,сковорода,посуда,9,32.09,18.15,6,1
20250603005832-2563,гель для стирки,бытовая химия,5,32.64,20.08,6,1
20250603005832-9056,кастрюля,посуда,6,92.87,55.55,6,1
20250603005832-1992,порошок,бытовая химия,4,94.29,21.83,6,1
20250603005832-1403,наволочки,текстиль,7,11.5,3.32,6,1
20250603005832-1071,кастрюля,посуда,2,23.34,6.67,6,1
20250603005832-9037,наволочки,текстиль,3,85.33,37.55,6,1
20250603005832-7658,наволочки,текстиль,4,69.58,45.88,6,1
20250603005832-4478,тарелки,посуда,9,10.39,8.25,6,1
20250603005832-7863,тарелки,посуда,5,84.82,19.82,6,1
20250603005832-9748,порошок,бытовая химия,4,70.08,17.35,6,1
20250603005832-6154,наволочки,текстиль,10,38.78,22.15,6,1
20250603005832-5528,наволочки,текстиль,1,73.31,61.04,6,1
20250603005832-2097,гель для стирки,бытовая химия,6,26.29,18.83,6,1
20250603005832-8017,средство для мытья посуды,бытовая химия,2,52.45,52.17,6,1
20250603005832-7199,наволочки,текстиль,7,80.39,50.1,6,1
20250603005832-7608,полотенца,текстиль,8,15.0,7.29,6,1
20250603005832-8015,наволочки,текстиль,9,68.87,38.48,6,1
20250603005832-3809,тарелки,посуда,1,22.47,0.08,6,1
20250603005832-8466,тарелки,посуда,4,89.88,23.72,6,1
20250603005832-8348,кастрюля,посуда,3,83.33,7.46,6,1
20250603005832-4570,кастрюля,посуда,2,72.14,62.09,6,1
20250603005832-9826,сковорода,посуда,10,96.05,14.76,6,1
20250603005832-4761,сковорода,посуда,2,67.71,17.4,6,1
20250603005832-6180,порошок,бытовая химия,10,57.68,34.77,6,1
