doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-6149,порошок,бытовая химия,1,36.16,34.06,2,3
20250603005832-2500,порошок,бытовая химия,8,66.64,0.16,2,3
20250603005832-6489,простыни,текстиль,7,89.71,79.67,2,3
20250603005832-9451,наволочки,текстиль,8,100.0,93.31,2,3
20250603005832-4301,наволочки,текстиль,9,58.97,31.07,2,3
20250603005832-9377,кастрюля,посуда,4,41.01,38.49,2,3
20250603005832-8638,наволочки,текстиль,1,77.37,27.78,2,3
20250603005832-8167,кастрюля,посуда,2,89.7,0.82,2,3
20250603005832-7696,простыни,текстиль,1,57.64,20.82,2,3
20250603005832-6404,порошок,бытовая химия,8,67.28,21.03,2,3
20250603005832-1299,гель для стирки,бытовая химия,9,98.29,73.14,2,3
20250603005832-9182,кастрюля,посуда,8,39.29,36.6,2,3
20250603005832-2722,гель для стирки,бытовая химия,2,36.63,25.13,2,3
20250603005832-6407,сковорода,посуда,9,39.15,35.76,2,3
20250603005832-3043,кастрюля,посуда,4,36.8,20.41,2,3
20250603005832-3076,наволочки,текстиль,8,56.76,11.21,2,3
20250603005832-8816,простыни,текстиль,2,11.54,5.91,2,3
20250603005832-4697,полотенца,текстиль,4,18.56,0.59,2,3
20250603005832-3434,простыни,текстиль,1,11.02,8.24,2,3
20250603005832-7816,тарелки,посуда,2,34.62,6.63,2,3
20250603005832-1045,порошок,бытовая химия,9,33.29,21.26,2,3
20250603005832-1811,порошок,бытовая химия,5,13.94,12.5,2,3
20250603005832-5669,сковорода,посуда,7,90.41,46.93,2,3
20250603005832-9311,кастрюля,посуда,6,74.11,52.88,2,3
20250603005832-8134,средство для мытья посуды,бытовая химия,1,32.52,0.34,2,3
20250603005832-1908,средство для мытья посуды,бытовая химия,7,91.93,87.21,2,3
20250603005832-8067,полотенца,текстиль,4,35.18,19.71,2,3
20250603005832-9380,кастрюля,посуда,7,51.45,5.45,2,3
20250603005832-7902,полотенца,текстиль,3,38.94,25.25,2,3
20250603005832-8910,гель для стирки,бытовая химия,3,94.41,59.23,2,3
20250603005832-5418,гель для стирки,бытовая химия,10,44.07,42.42,2,3
20250603005832-4698,гель для стирки,бытовая химия,2,33.54,0.62,2,3
20250603005832-1171,полотенца,текстиль,5,18.13,3.2,2,3
20250603005832-3568,порошок,бытовая химия,6,38.6,16.73,2,3
20250603005832-5967,кастрюля,посуда,10,33.04,16.98,2,3
20250603005832-4571,простыни,текстиль,1,45.22,13.34,2,3
20250603005832-9530,сковорода,посуда,6,45.94,5.11,2,3
20250603005832-3743,наволочки,текстиль,10,75.43,28.68,2,3
20250603005832-6084,тарелки,посуда,8,42.31,10.2,2,3
20250603005832-6751,наволочки,текстиль,3,65.83,61.45,2,3
20250603005832-7299,полотенца,текстиль,1,73.65,53.16,2,3
20250603005832-7513,кастрюля,посуда,2,52.4,7.93,2,3
20250603005832-3797,тарелки,посуда,3,76.28,45.1,2,3
20250603005832-6621,наволочки,текстиль,6,71.45,3.98,2,3
20250603005832-3504,тарелки,посуда,4,97.34,20.48,2,3
20250603005832-1295,простыни,текстиль,1,72.37,44.03,2,3
20250603005832-8844,средство для мытья посуды,бытовая химия,4,36.61,10.65,2,3
20250603005832-3378,простыни,текстиль,1,48.59,10.86,2,3
20250603005832-9112,гель для стирки,бытовая химия,1,23.4,17.56,2,3
20250603005832-4467,тарелки,посуда,8,28.46,13.53,2,3
20250603005832-1033,средство для мытья посуды,бытовая химия,1,75.63,62.94,2,3
