doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-1435,сковорода,посуда,4,59.61,4.39,9,2
20250603005832-3686,гель для стирки,бытовая химия,1,12.59,10.02,9,2
20250603005832-4856,тарелки,посуда,6,57.01,25.98,9,2
20250603005832-1174,наволочки,текстиль,1,39.64,15.01,9,2
20250603005832-5229,полотенца,текстиль,6,52.96,21.08,9,2
20250603005832-3743,наволочки,текстиль,10,71.08,19.25,9,2
20250603005832-7121,кастрюля,посуда,8,76.34,33.45,9,2
20250603005832-7741,средство для мытья посуды,бытовая химия,9,18.75,8.98,9,2
20250603005832-1175,наволочки,текстиль,8,81.08,70.0,9,2
20250603005832-7593,простыни,текстиль,6,48.96,11.11,9,2
20250603005832-8066,гель для стирки,бытовая химия,5,91.39,86.89,9,2
20250603005832-3182,кастрюля,посуда,4,34.43,7.91,9,2
20250603005832-4770,полотенца,текстиль,6,78.1,62.13,9,2
20250603005832-1057,тарелки,посуда,3,49.2,9.13,9,2
20250603005832-1415,кастрюля,посуда,5,34.98,13.59,9,2
20250603005832-9606,полотенца,текстиль,6,62.12,10.44,9,2
20250603005832-5175,тарелки,посуда,8,53.68,52.95,9,2
20250603005832-1075,гель для стирки,бытовая химия,5,34.66,16.57,9,2
20250603005832-4734,простыни,текстиль,6,99.68,1.09,9,2
20250603005832-2560,гель для стирки,бытовая химия,4,61.78,47.28,9,2
20250603005832-8990,наволочки,текстиль,9,23.4,1.19,9,2
20250603005832-4259,сковорода,посуда,6,10.18,8.85,9,2
20250603005832-6730,кастрюля,посуда,3,71.13,24.81,9,2
20250603005832-5165,средство для мытья посуды,бытовая химия,5,21.54,0.69,9,2
20250603005832-9985,простыни,текстиль,6,22.45,14.29,9,2
20250603005832-7915,наволочки,текстиль,3,78.59,7.12,9,2
20250603005832-3639,тарелки,посуда,5,24.79,20.26,9,2
20250603005832-7319,полотенца,текстиль,6,53.86,4.94,9,2
20250603005832-2661,сковорода,посуда,8,28.56,2.51,9,2
20250603005832-9036,порошок,бытовая химия,4,47.44,14.71,9,2
20250603005832-3116,порошок,бытовая химия,9,57.6,44.74,9,2
20250603005832-6665,кастрюля,посуда,2,79.91,64.52,9,2
20250603005832-5915,наволочки,текстиль,4,46.84,3.89,9,2
20250603005832-7476,сковорода,посуда,6,37.8,0.02,9,2
20250603005832-9042,средство для мытья посуды,бытовая химия,4,38.03,8.17,9,2
20250603005832-3380,порошок,бытовая химия,9,43.78,5.24,9,2
20250603005832-9058,тарелки,посуда,1,15.63,5.23,9,2
20250603005832-2112,кастрюля,посуда,10,98.31,3.64,9,2
20250603005832-9364,тарелки,посуда,1,76.75,26.49,9,2
20250603005832-5109,порошок,бытовая химия,6,63.09,55.44,9,2
20250603005832-7636,полотенца,текстиль,8,46.99,30.14,9,2
20250603005832-4909,сковорода,посуда,8,53.35,51.96,9,2
20250603005832-8655,гель для стирки,бытовая химия,8,66.73,9.1,9,2
20250603005832-6940,кастрюля,посуда,7,74.85,59.26,9,2
20250603005832-6609,простыни,текстиль,1,19.43,4.92,9,2
20250603005832-2981,сковорода,посуда,9,72.06,27.65,9,2
20250603005832-2225,гель для стирки,бытовая химия,5,14.64,10.31,9,2
20250603005832-4161,тарелки,посуда,4,95.71,40.92,9,2
20250603005832-3553,полотенца,текстиль,1,18.78,1.79,9,2
20250603005832-4292,гель для стирки,бытовая химия,7,44.92,6.98,9,2
20250603005832-5502,порошок,бытовая химия,3,96.66,30.54,9,2
20250603005832-5788,сковорода,посуда,8,78.85,52.18,9,2
20250603005832-7685,сковорода,посуда,6,21.92,19.75,9,2
20250603005832-9823,кастрюля,посуда,10,68.29,31.24,9,2
20250603005832-7749,порошок,бытовая химия,5,84.45,46.68,9,2
20250603005832-1705,простыни,текстиль,9,85.84,33.9,9,2
20250603005832-8325,гель для стирки,бытовая химия,4,70.08,14.12,9,2
20250603005832-2396,простыни,текстиль,7,72.82,71.05,9,2
20250603005832-2324,полотенца,текстиль,3,40.37,11.44,9,2
20250603005832-6172,полотенца,текстиль,3,31.39,0.68,9,2
20250603005832-7827,тарелки,посуда,8,32.82,32.17,9,2
20250603005832-1129,полотенца,текстиль,3,40.67,15.66,9,2
20250603005832-7455,наволочки,текстиль,7,22.3,8.76,9,2
20250603005832-7154,сковорода,посуда,3,58.58,51.19,9,2
20250603005832-6283,средство для мытья посуды,бытовая химия,4,25.1,4.3,9,2
20250603005832-8016,полотенца,текстиль,7,11.14,0.49,9,2
20250603005832-9252,сковорода,посуда,3,17.18,4.63,9,2
20250603005832-1076,наволочки,текстиль,9,60.74,23.58,9,2
20250603005832-6724,средство для мытья посуды,бытовая химия,7,98.94,83.4,9,2
20250603005832-7655,тарелки,посуда,4,71.73,50.6,9,2
20250603005832-7411,сковорода,посуда,5,12.2,0.97,9,2
