doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-7546,кастрюля,посуда,6,45.85,34.06,2,2
20250603005832-7998,полотенца,текстиль,7,43.22,39.39,2,2
20250603005832-7437,средство для мытья посуды,бытовая химия,8,16.24,5.84,2,2
20250603005832-1242,наволочки,текстиль,7,79.44,6.1,2,2
20250603005832-5040,гель для стирки,бытовая химия,4,70.41,30.83,2,2
20250603005832-6231,средство для мытья посуды,бытовая химия,9,73.15,66.64,2,2
20250603005832-7159,тарелки,посуда,6,76.24,72.54,2,2
20250603005832-3329,простыни,текстиль,10,44.65,7.49,2,2
20250603005832-2199,наволочки,текстиль,1,89.88,58.23,2,2
20250603005832-6695,полотенца,текстиль,4,97.21,32.3,2,2
20250603005832-4851,наволочки,текстиль,4,45.25,33.98,2,2
20250603005832-2690,порошок,бытовая химия,10,46.33,13.22,2,2
20250603005832-8689,сковорода,посуда,6,37.04,10.8,2,2
20250603005832-6504,порошок,бытовая химия,8,17.77,9.39,2,2
20250603005832-1449,средство для мытья посуды,бытовая химия,1,10.88,7.43,2,2
20250603005832-5210,полотенца,текстиль,2,83.42,24.19,2,2
20250603005832-6471,сковорода,посуда,8,42.02,13.5,2,2
20250603005832-9958,средство для мытья посуды,бытовая химия,7,11.27,2.44,2,2
20250603005832-5297,наволочки,текстиль,6,52.98,24.46,2,2
20250603005832-5063,тарелки,посуда,2,61.27,2.89,2,2
20250603005832-9287,кастрюля,посуда,10,68.56,28.67,2,2
20250603005832-2114,полотенца,текстиль,7,43.66,31.84,2,2
20250603005832-3219,средство для мытья посуды,бытовая химия,6,51.65,46.64,2,2
20250603005832-1143,порошок,бытовая химия,9,67.25,12.78,2,2
20250603005832-3048,полотенца,текстиль,6,64.08,35.61,2,2
20250603005832-4853,средство для мытья посуды,бытовая химия,6,64.11,56.18,2,2
20250603005832-7256,наволочки,текстиль,5,55.86,13.24,2,2
20250603005832-9435,наволочки,текстиль,8,39.54,3.28,2,2
20250603005832-6323,порошок,бытовая химия,8,91.23,49.21,2,2
20250603005832-5844,полотенца,текстиль,10,64.75,62.39,2,2
20250603005832-7368,кастрюля,посуда,1,32.24,15.42,2,2
20250603005832-7591,простыни,текстиль,4,93.92,84.42,2,2
20250603005832-8057,сковорода,посуда,6,44.92,14.85,2,2
20250603005832-5264,средство для мытья посуды,бытовая химия,1,33.55,10.65,2,2
20250603005832-3406,сковорода,посуда,6,25.29,17.26,2,2
20250603005832-8563,порошок,бытовая химия,1,46.33,37.47,2,2
20250603005832-1490,порошок,бытовая химия,10,34.42,15.21,2,2
20250603005832-4032,полотенца,текстиль,10,42.44,37.68,2,2
20250603005832-6699,простыни,текстиль,10,66.59,20.11,2,2
20250603005832-7346,порошок,бытовая химия,4,80.98,54.46,2,2
20250603005832-4912,порошок,бытовая химия,7,76.68,58.93,2,2
20250603005832-5624,средство для мытья посуды,бытовая химия,2,26.71,13.24,2,2
20250603005832-5888,наволочки,текстиль,5,29.05,20.22,2,2
20250603005832-2237,наволочки,текстиль,2,91.49,79.14,2,2
20250603005832-7008,наволочки,текстиль,6,59.53,30.58,2,2
20250603005832-3238,гель для стирки,бытовая химия,2,20.69,7.69,2,2
20250603005832-3770,кастрюля,посуда,1,44.29,34.79,2,2
20250603005832-7559,средство для мытья посуды,бытовая химия,5,74.94,64.91,2,2
20250603005832-4308,сковорода,посуда,1,12.3,11.84,2,2
20250603005832-9780,тарелки,посуда,2,55.98,28.25,2,2
20250603005832-5757,сковорода,посуда,2,86.07,78.79,2,2
20250603005832-2140,тарелки,посуда,1,92.39,60.97,2,2
20250603005832-7885,простыни,текстиль,1,41.49,26.94,2,2
20250603005832-7627,сковорода,посуда,2,15.67,3.87,2,2
20250603005832-6032,сковорода,посуда,8,72.16,29.13,2,2
20250603005832-4285,порошок,бытовая химия,7,73.27,12.58,2,2
20250603005832-3186,кастрюля,посуда,9,11.53,5.34,2,2
20250603005832-1250,кастрюля,посуда,7,38.5,19.56,2,2
20250603005832-3917,гель для стирки,бытовая химия,9,47.18,40.36,2,2
20250603005832-5062,простыни,текстиль,2,96.94,88.49,2,2
20250603005832-5569,кастрюля,посуда,1,27.4,10.13,2,2
20250603005832-2100,тарелки,посуда,7,98.41,11.62,2,2
20250603005832-1717,тарелки,посуда,8,15.76,3.24,2,2
20250603005832-2554,кастрюля,посуда,3,38.1,36.87,2,2
20250603005832-8048,средство для мытья посуды,бытовая химия,4,58.67,8.42,2,2
