doc_id,item,category,amount,price,discount,shop_num,cash_num
20250603005832-3182,порошок,бытовая химия,3,11.75,4.03,2,4
20250603005832-7646,гель для стирки,бытовая химия,6,78.41,38.1,2,4
20250603005832-2166,гель для стирки,бытовая химия,5,29.8,1.17,2,4
20250603005832-5145,порошок,бытовая химия,5,13.19,8.25,2,4
20250603005832-2677,средство для мытья посуды,бытовая химия,3,97.06,63.8,2,4
20250603005832-6825,сковорода,посуда,10,87.23,46.29,2,4
20250603005832-5713,порошок,бытовая химия,10,97.44,42.51,2,4
20250603005832-7412,тарелки,посуда,5,40.09,34.21,2,4
20250603005832-9512,порошок,бытовая химия,1,38.19,27.27,2,4
20250603005832-8960,простыни,текстиль,2,32.94,20.85,2,4
20250603005832-7794,простыни,текстиль,2,58.68,50.83,2,4
20250603005832-9799,кастрюля,посуда,5,65.0,22.63,2,4
20250603005832-3626,кастрюля,посуда,7,73.67,9.16,2,4
20250603005832-9441,простыни,текстиль,3,30.38,12.47,2,4
20250603005832-5190,полотенца,текстиль,6,45.55,11.52,2,4
20250603005832-4721,гель для стирки,бытовая химия,4,75.75,63.2,2,4
20250603005832-5129,полотенца,текстиль,5,79.39,35.36,2,4
20250603005832-4020,сковорода,посуда,1,95.39,46.99,2,4
20250603005832-1428,порошок,бытовая химия,2,40.5,24.45,2,4
20250603005832-6160,наволочки,текстиль,1,16.52,12.09,2,4
20250603005832-5629,простыни,текстиль,2,91.6,77.88,2,4
20250603005832-8020,полотенца,текстиль,8,70.75,21.8,2,4
20250603005832-1813,наволочки,текстиль,4,24.47,20.65,2,4
20250603005832-5352,наволочки,текстиль,4,53.56,38.94,2,4
20250603005832-4426,средство для мытья посуды,бытовая химия,9,50.16,4.97,2,4
20250603005832-2070,наволочки,текстиль,1,87.13,61.82,2,4
20250603005832-9374,полотенца,текстиль,9,75.85,59.1,2,4
20250603005832-4464,полотенца,текстиль,4,38.52,11.11,2,4
20250603005832-8502,кастрюля,посуда,4,71.22,17.58,2,4
20250603005832-3836,порошок,бытовая химия,9,96.31,78.97,2,4
20250603005832-7853,наволочки,текстиль,6,94.82,80.35,2,4
20250603005832-5125,тарелки,посуда,3,49.9,13.55,2,4
20250603005832-9063,наволочки,текстиль,3,91.49,44.03,2,4
20250603005832-1306,сковорода,посуда,7,83.73,73.69,2,4
20250603005832-8265,полотенца,текстиль,4,31.82,20.2,2,4
20250603005832-8859,кастрюля,посуда,5,14.0,11.57,2,4
20250603005832-4820,кастрюля,посуда,9,49.57,39.48,2,4
